Kr,μ,ϵ,ϕ,η,β,Rper,N0_rep1,N0_rep2,V0_rep1,V0_rep2,σ
2.876525154051235e7,0.0002724773447659522,0.7181490217943172,-18.73406615681248,0.7517125018586743,110.41323134690147,0.05086394233575491,1.1035631740644015e6,1.267149746999349e6,2.824979900490554e6,1.4957352552752583e6,0.32997682620782903
2.789452579913552e7,0.0002624654106576896,0.7025907034643636,-18.649210127591353,0.877882048132136,102.08469252648644,0.05580625605762012,1.0779341406737375e6,1.2454997759166732e6,2.7855854441527952e6,1.4940345485925146e6,0.3334548290653207
1.8389471256450966e7,0.004319769408719773,0.8893444918784722,-18.886071575402156,0.9139757561579329,113.49905119705559,0.06602801089957766,926362.6302546628,1.1119707145226179e6,3.8855633281848226e6,1.3376161844379613e6,0.2762662310002318
2.5773011092094883e7,0.0006190750569689717,0.6317881219553764,-18.566491725397825,0.889429533361827,83.68820582022046,0.09159978804252707,918448.6508874113,1.4484928412572108e6,3.484499468953009e6,1.2837773154103705e6,0.3059244223045684
2.1267337228597134e7,0.0006624735600272198,0.8111822219597671,-18.5641978715541,0.711165922761055,105.81747746404506,0.06085457500969862,1.0750169870711232e6,1.1575828900414044e6,3.633903861455809e6,1.2876826549618659e6,0.31721661727551365
2.227292442818089e7,0.007939182764222074,0.7813210583515653,-18.658166267276364,1.0944287078232833,85.10556792347631,0.045497014005115896,822854.72954851,1.052667097881362e6,3.423427905064867e6,1.1858710467086341e6,0.2579594521490521
2.2213333876995023e7,0.010288755245590427,0.7051327466172214,-18.79784616395861,1.0024880128724294,96.20332758595411,0.052141995283047395,850012.3819847676,1.1845056010235911e6,3.8610785227400446e6,1.339644889823494e6,0.24169552331927383
2.251392453793636e7,0.0032631788270419963,0.8264857356775529,-18.779309024395253,0.9772414869646813,95.76288072538195,0.05197718718422469,977800.9591775069,1.2451231015548133e6,3.3135715327076376e6,1.2289678454322154e6,0.249393763012521
2.0839853666523598e7,0.0025400670846099324,0.9122542136105042,-18.556953692850044,0.6771102924393817,119.22871331967748,0.03770794675912146,849756.4204260582,1.1905379524619551e6,3.271932903490178e6,1.4860213172999471e6,0.2908623120793673
1.8536108986021895e7,0.002747710879212949,0.8966343993388084,-18.65133908846059,0.8693801190677521,113.17876412985821,0.05111812979237411,947878.3199976741,1.0300925728072157e6,3.4793823037372637e6,1.3215855590805751e6,0.32984483322553126
2.865660357450418e7,0.0003457288145781142,0.7112689606552876,-18.617292657329063,0.7625397298644493,115.56005181954218,0.05321668084535785,1.0447624724584077e6,973917.564121101,3.3636562604215406e6,1.3577903665635271e6,0.33467189857607044
3.1784424292449128e7,0.002040270155811996,0.6229963481108804,-18.343900614672116,0.6297138999285499,94.79228620516793,0.059031084414785676,1.0872238228818132e6,1.604547921145451e6,3.2867432373746964e6,1.2015004917263417e6,0.39297013429898736
3.2093345471869867e7,0.0038168044446571805,0.571447242196912,-18.472594899164925,0.7411079851781261,113.18536332214711,0.09462414815413575,926896.4716596182,1.3066108975692908e6,3.496588916049358e6,1.0364016961436229e6,0.38329318282338665
3.0579032801561426e7,0.00023047112626558338,0.7425619765444089,-18.222307784035067,0.4878986029529724,135.22889537599667,0.036785800174055486,924456.0576827284,924173.9621854182,2.759494320331668e6,1.5878270444234465e6,0.33263932237174026
2.7465114304007694e7,0.0004144128434125772,0.6674610213538055,-18.065685781111966,0.4347805313643718,152.8431147191146,0.06256070864192755,792611.0759768044,794159.6324367053,3.0597397679353147e6,1.1544635990278535e6,0.5351564871502748
2.9652360540375162e7,0.00162208250558844,0.680627702123897,-18.125200705474853,0.4615967275172838,151.27635065244598,0.04588087338782167,743303.6007209301,864499.7723110961,3.957174240314225e6,1.1780764427309344e6,0.43013223557880476
3.4904913496193275e7,0.0009673041801191554,0.6359446370289856,-18.31557015478979,0.552682692796244,160.1022463256526,0.05350192506657163,691833.5042618897,910948.8994737591,3.9180561969414656e6,1.0208851640578018e6,0.41077982039943906
3.6248317350933984e7,0.0004320205567978214,0.5259520943884545,-18.41679148992578,0.6509805301371308,136.8325292889379,0.1058513817290391,844872.5792913336,1.3010082519484605e6,2.7180454629345722e6,917689.9122645181,0.37266534017921743
3.455263307597381e7,0.0017197125426897661,0.5447607581039288,-18.085206538884762,0.5062680064592608,120.54883638119439,0.08347324730737096,918216.7684416721,1.2172496805131263e6,2.6044550143800527e6,1.099964486826779e6,0.3278715599267243
2.268023971758295e7,0.0003732335383342829,0.7804126073419305,-18.727079651238093,0.8171151451545403,114.6965172074114,0.06399536045568623,943301.4076049156,1.1244952894864385e6,4.266026884635815e6,1.0474034926799275e6,0.3683786350513704
2.3709379642579723e7,0.00046338442092882105,0.8553569797680816,-18.639093402685468,0.7453823739929888,118.58214192846941,0.038994522838198396,995652.448105375,1.0558656992062947e6,4.456243528856451e6,1.1715670604764475e6,0.347041065276635
2.0846145407143246e7,0.001266008099020774,0.9641421952448704,-18.598776360879143,0.8226958458682232,100.98073977627648,0.022282763849000936,799962.8792618676,1.1630757794453464e6,2.912337779260635e6,1.3255207051736196e6,0.2663837363445986
1.7589642864604555e7,0.0022857736177691198,0.9196649961425785,-18.584583665679403,0.7264000751601021,114.2891005038318,0.04961461273236093,889240.1776200624,1.034383168822694e6,3.48350155193536e6,1.4724204070319661e6,0.3000790024796058
1.924541234287082e7,0.00430185387641613,0.9536491208363277,-18.727140241344873,0.7664629598511246,113.41408336089904,0.033418847678200574,851845.2391855854,1.1808541004652958e6,3.5016222434744597e6,1.4245441905108413e6,0.322748881276567
1.7835546854522087e7,0.0022233619344046176,0.9720829372749603,-18.474486406242566,0.7641536849711172,109.93568458195739,0.04613576025570396,858755.7301085242,983681.2204347012,2.7154069060378377e6,1.2976210241124863e6,0.33147119260924496
1.874269814388136e7,0.0003328936661662284,0.8664309243748078,-18.727603941437042,0.8494127853491086,112.91824659293314,0.08033864281907843,864388.9392742583,1.256791543771097e6,3.974033269451525e6,1.4502161666368537e6,0.3000982212427795
2.7025220419575818e7,0.000389572840969545,0.8740288082946093,-18.746609909108813,0.9484305935126117,100.06331386576576,0.023801150531919994,946738.692630543,998938.946630567,3.009060493153404e6,1.673915729778251e6,0.2862459647645215
2.6765454316353165e7,0.0003445323780845594,0.859110587250272,-18.758137355430666,0.8736833262312373,111.33773592115111,0.02281057416053497,956112.8967856015,978170.7288023098,3.1683621084076185e6,1.6489235292888477e6,0.26279772622339365
2.2394230669132873e7,0.0009172630124534985,0.792353668685626,-18.483633274956162,0.7293617316488326,108.37201081420983,0.050199722389649995,795132.3860700673,1.0379319532885886e6,3.10411342010381e6,1.5365166095758425e6,0.28607221241002634
2.2745399427945808e7,0.00023508596854610403,0.9146507596484956,-18.717756154480426,0.772152317549305,120.41742040889628,0.04045218950037512,765495.8187978903,913051.3993715409,3.610531420946309e6,1.4831489518939252e6,0.34011608208210514
2.2930127020604536e7,0.0007328313460780878,0.8917747769325733,-18.531029501669266,0.7762083864959718,84.55807489313125,0.04353045246620066,1.1678266300204434e6,1.4531789344089017e6,3.1269090459093205e6,1.3869638542262358e6,0.28726059217577943
1.9329960300444406e7,0.002273345592534885,0.8551143144170668,-18.867710871763386,1.0422271720758411,113.22326377347702,0.06498786738472075,766272.8107476464,969023.8035619259,3.9317291974174445e6,1.756798796122747e6,0.28241621252363136
1.8714257980670054e7,0.0005094521782331345,0.8740610343949152,-18.396838563007293,0.6752703465445036,113.97604143425757,0.07383498247946767,1.0892026173069035e6,981517.9674189021,2.5100781088173334e6,1.354349600395318e6,0.3572950814920805
2.476658689033285e7,0.0017563964284294617,0.7560549105090814,-18.774349481202446,1.1401386333906776,93.35067061773861,0.048644213245463926,795890.073943223,1.1454839995111749e6,4.628064344744793e6,1.2560323288732609e6,0.30067883569790127
2.5914851259591702e7,0.0012581065586926335,0.8668150005499804,-18.69868439312073,0.9414076725731436,99.99369294326058,0.027240646726432702,776756.7389369915,1.1657324410339252e6,4.221949729976336e6,1.1970308713460257e6,0.2575997411371869
1.852017401035745e7,0.0004684348299635868,0.8348650540698895,-18.311813017978068,0.5761252884412891,121.5636030556786,0.10579647227559268,971002.9375403888,1.12658876208763e6,2.5029661338436e6,1.3339403195877671e6,0.3463027912512585
2.836669438657897e7,0.0003636215852838679,0.8473336631692023,-18.691077807305717,0.9661385042327473,100.82092180761978,0.022817825963129475,922069.4186735289,1.0149548780872137e6,4.200879109615911e6,1.402488849188517e6,0.30092393453685246
1.7764434285718247e7,0.0016860871771804773,0.9125829340325187,-18.137222690012504,0.6161729809001081,89.21845787955233,0.05573122749302127,781052.3355503528,1.0035690616980955e6,3.7160203013297594e6,1.2899544678730648e6,0.3489079131484809
2.4350300747354746e7,0.0005772003206745026,0.9468079378852166,-18.83486874462549,0.79068612235848,142.37888430245715,0.018002147970477354,915552.3425558505,1.3025683445994894e6,3.284525640669694e6,984878.521775019,0.2983369802881363
2.345768472536898e7,0.0013373732147190542,0.9376399791652548,-18.35330328675523,0.6632140705414558,105.98324457361895,0.016326698126482225,1.0114404212194527e6,1.1966448363539577e6,3.0351504957018215e6,1.05697643900683e6,0.29158242662478573
2.057212678114358e7,0.002734595985454867,0.9569227131584191,-18.37909000586625,0.7530592879378797,93.22932338236485,0.018092754190766988,1.0044084962285275e6,1.169986838876691e6,2.891232156402559e6,1.0078959717216508e6,0.31164426598964146
2.0303717717307087e7,0.00035077816089976394,0.8493663087529029,-18.688898789065714,0.8484129045722821,113.71954032160711,0.0538108379065346,1.005009422740725e6,1.029941834617732e6,3.3296652179414546e6,1.549519685517036e6,0.2707574050891722
2.1858794023111932e7,0.00041862135690431046,0.7795877693036786,-18.62114434358942,0.8297422922566458,111.61374294968265,0.05023310040028995,1.0007891701232429e6,1.0553203596455888e6,3.286061827567452e6,1.4440103615173637e6,0.28347210879596485
1.5877421748837585e7,0.0003823136768660842,0.9679307680086842,-18.44441732038895,0.7295627696330482,111.94850172040415,0.07157689834946163,833240.2223689833,1.2095760738588804e6,2.9569404069731836e6,1.150584720783638e6,0.3514006318668078
1.7976265894397777e7,0.0025003667316126368,0.9703921646820998,-18.761745539806135,0.8322425075788743,122.50191233543038,0.041570246040659946,868423.8881090085,938634.9668112643,3.6722392044116086e6,1.536283432439706e6,0.29520327529418966
3.0024293231472753e7,0.00034400613608165603,0.6251100927001131,-18.245554687180487,0.5222211958971352,124.73766810287022,0.0646834291762887,1.0054802541685344e6,1.255893624800285e6,3.1315722854413907e6,1.1277161671043625e6,0.36695656640872976
2.504473536106972e7,0.0005397006896033594,0.8162571707655385,-18.381960104101303,0.6309808006621265,108.63903678187727,0.03106665961604363,1.0411482596854755e6,1.016365499736622e6,3.0089495024511516e6,1.4356714171999232e6,0.41466625457114725
2.6867702586060423e7,0.00041646312954436894,0.746285480475594,-18.51277761928489,0.6828390858754099,133.07994025830575,0.04593190504781714,810011.934999896,1.0818749892063816e6,2.9572267545862845e6,1.1887373147763147e6,0.27590265680808795
2.398804266000927e7,0.0005985445563785846,0.840555037649963,-18.4164415678705,0.6637344058893101,118.5740691196408,0.03500676656965994,761336.3001633146,1.0185482237242027e6,3.1370026927909283e6,1.1696288564590653e6,0.36489583002248593
1.8468390680175815e7,0.00100662114204565,0.9417790631781399,-18.654833182698987,0.6851652247477242,146.77095711554958,0.059577776490611446,690306.5701136616,919230.0013714673,3.9892237908371235e6,1.3642907705556978e6,0.30661918941389493
2.8651240185781717e7,0.002635567649707267,0.6700245874919463,-18.204891211729763,0.5943246945312333,123.22770251681897,0.0545454615663465,916987.0527540003,1.0669241563488247e6,2.7380103408411886e6,1.322962287650242e6,0.3885195554014958
2.150262443293492e7,0.00033276776187166437,0.978565068976521,-18.158293867265364,0.45314569246048786,150.58774907879905,0.026906442369347385,935336.5028904062,980152.8531482584,3.23543503226824e6,1.14904941857083e6,0.33885702501392284
2.2277340569107264e7,0.0022869542960237284,0.679835204457792,-18.614300143620554,0.8987895902991058,102.34413704224767,0.10240396495169822,840176.0077017646,1.1959269383062366e6,3.4554033814647393e6,1.3643147131547914e6,0.3014179801939222
3.089974485223264e7,0.0007354766388096775,0.6395975895293096,-18.507585786917996,0.5741233368652231,124.27138036349739,0.058209968415242744,975213.4259503328,1.0687442203621855e6,3.275018903727155e6,1.4287241971392974e6,0.35931380129776186
3.0963180928625017e7,0.0014880447555204645,0.6960090958255438,-18.62931684515725,0.641128227814122,128.58895419051254,0.06223832517214331,928016.0641391429,1.1402033401962365e6,3.619220958472426e6,1.4539741250364534e6,0.32297281432479996
2.670888521397256e7,0.0008393420633688969,0.7216058514420218,-18.491945924231274,0.5686650025371598,136.97037084004518,0.06547866193072792,1.0271881141837512e6,1.1807394056661653e6,2.8681838942542886e6,1.592752803474677e6,0.3727242307050057
2.8672303444229737e7,0.000920493748749078,0.7310773632201174,-18.622056254911968,0.8395132049135835,104.9029188663731,0.059517576940873104,883086.9872602646,1.0275082537888166e6,3.253730459152929e6,1.1422804729042237e6,0.29968299578288166
1.8380451620027333e7,0.0004962472446365502,0.9594461173371536,-18.642559893256664,0.8955735024255118,95.25550364601835,0.04362648364254034,959769.9343388276,1.1209276325661726e6,3.3927696887384877e6,1.455677547764666e6,0.2975951164946716
1.806422271424868e7,0.0004934487830045088,0.958475689797499,-18.661988210076622,0.8478912041428851,95.85657856497097,0.04746160692620113,957752.2430925769,1.1613713636376052e6,3.491035751421025e6,1.4593558598885061e6,0.29730595375199637
1.8736231153651692e7,0.0008879579733589768,0.8166093265860669,-18.56330050004172,0.7941441955363024,107.62786616328403,0.08117124310348743,963157.8082853676,1.1417936926207747e6,3.049161652474537e6,1.61127398435355e6,0.26629420719464947
