parameters,ess,rhat,ess_per_sec
r,3425.223669063033,1.001432742002342,0.1539448231742542
μ,1615.9759495945495,1.002071187219339,0.07262916406338847
K,5034.640124008176,1.0011699031741412,0.22627917430234856
e,842.0088051505977,1.0046357190210826,0.03784362983090446
α,2252.5957050844117,1.0010342819400433,0.10124169426785619
ϵ,1517.6556980402945,1.0025611398426117,0.06821021359405799
η,686.6859769697172,1.0029818660222536,0.03086272941987478
β,2801.563647449027,1.002486801350943,0.12591476119162082
δ,4945.0498103237405,1.0009952504029525,0.22225258616363902
N0_rep1,2865.72674621165,1.0014749433802528,0.12879853692356485
N0_rep2,3304.9805819114736,1.001373450512641,0.14854056272940655
V0_rep1,2120.8502658021835,1.001015034508023,0.0953204668345934
V0_rep2,3327.578121304974,1.000926147790934,0.14955619690171662
σ_N,693.6265196351872,1.0030755138810503,0.031174668351927476
σ_V,3360.2266416682564,1.00064469499321,0.1510235669714795
