parameters,ess,rhat,ess_per_sec
μ,2252.409964292358,1.0038984120290164,0.11353613306696304
α,2255.6814645521845,1.0024858412454367,0.1137010379886765
ϵ,2269.845052963045,1.0033526999295734,0.11441497509782368
η,2688.3546769057393,1.000937533096855,0.13551058606875568
β,1506.5144382751967,1.0040727754359897,0.07593814023329933
N0_rep1,2222.887136664458,1.003420971440316,0.11204799026027495
N0_rep2,4727.239670992793,1.0042429798035146,0.23828366986197558
V0_rep1,2919.020010061217,1.0028036924271446,0.1471376212773765
V0_rep2,3073.4298521206906,1.0022112564376833,0.15492088305158064
σ_N,1032.668007088163,1.0046757201246113,0.05205319374601161
σ_V,3706.2269502788054,1.0016081772047403,0.1868179784648659
