r,μ,K,e,α,ϵ,η,β,δ,N0_rep1,N0_rep2,V0_rep1,V0_rep2,σ
0.990925410855628,1.1823174386390191e8,0.03859060615168429,0.0003977991002619065,3.519516645927104e-9,3.4299072322728352,0.057273592122693624,6.981592660515459,52.498344412403675,1.0400795006741724e6,1.4417713613230623e6,9.517100506826768e6,8.523390964976706e6,2.314527034816634
0.9979514678505848,1.242019333753647e8,0.036787893378001965,0.004896288522637882,8.438002774572577e-9,1.7587502065170968,0.020996663203521695,4.261037769703022,53.87602132119705,1.0698258938645124e6,739481.6431121116,7.624611899990992e6,9.969560413876323e6,2.063242228804765
1.0834689397419064,1.2222743382792257e8,0.03819567765570312,0.017272749859022062,1.2131017862521185e-8,0.839568147537147,0.0633423177334634,4.712878523566162,54.60504601101651,1.1158201109050594e6,1.1145993413346251e6,8.27731352743187e6,9.854262136642123e6,2.664672503838769
1.1022187207584357,1.220479954811167e8,0.03945851309513766,0.0018322971029941086,9.429924377105513e-9,1.3447985309323711,0.07879314951991262,3.0790517030310287,56.305628375205856,923862.2203454997,819593.9112221156,9.18552677583365e6,7.675332393826099e6,2.145865817378283
1.1136527685271735,1.2445225618600927e8,0.039302469677311234,0.0020676840907650628,1.0935846718899137e-8,1.3698906654133536,0.07979105096641034,2.9834263437299517,57.302776723801905,892815.2175724756,844046.5903427606,8.892157965740247e6,8.582585296737108e6,2.092897610607585
0.9950749253024808,1.285852268245042e8,0.038632214120807015,0.00040319943372344873,6.26346304608862e-9,1.7601663778243524,0.025355533529716173,5.995432216764221,59.25960334884888,1.0078392513929738e6,894899.8746019606,7.041047096353865e6,9.60203705562068e6,2.245158491169882
1.0677121066550517,1.1902444992555751e8,0.03779579382108593,0.0001388938093557822,1.0239613272164749e-8,1.1830366636314043,0.09057265464722847,8.07441361626096,52.69043463418362,1.2213851336303712e6,852215.5997254472,8.100732008993245e6,9.844582919680757e6,2.088428439681978
0.9944374830380354,1.1532889965855457e8,0.03670760142839578,0.00012646909693723413,1.5445208594394426e-8,0.717844237371188,0.06442759173319335,11.46371124438617,39.41766675113508,841974.9889641077,772825.0998928696,8.74057883799819e6,9.716263279918062e6,2.946546915732695
0.9752162122157529,1.132757866121297e8,0.03830872100511063,0.0009696204853087591,1.6438634871874897e-8,0.8895281288355883,0.04532890656716335,4.19269079614689,42.77967855369943,1.06007564190924e6,678302.2687427218,7.494944096529196e6,9.731907847434998e6,3.181815288822767
1.0847949979665583,1.1901835107328434e8,0.04167718844667779,0.001821116688833227,1.1015658933300485e-8,1.259454344010664,0.056958803899267024,4.764667050784016,59.664649639512476,1.2971359593971479e6,827972.5675406768,9.117164367521482e6,9.071351350909412e6,3.29446133703085
0.9952131908253343,1.1829869507845108e8,0.04044599088342664,0.0008719203186533737,5.070370923694948e-9,1.8203067103676047,0.03152139017721995,3.961880223480622,50.49891865169788,1.235516303468928e6,766995.1576357663,9.620060038111027e6,8.953754383758e6,3.0321159856259454
1.0007528236426122,1.1507275265242924e8,0.03803617471801406,0.0007431511673392336,9.178412646886488e-9,1.1326490879763647,0.04054592393331944,12.080711889600911,53.571715267284326,1.1778421861592354e6,919261.3557184755,9.695885060201768e6,9.446265986429168e6,2.447100195181863
1.0358936812335373,1.2632983306052847e8,0.039700703450989465,0.0027123206896847224,2.7234163254937085e-8,0.5881693137467058,0.07018607004537564,2.305804409185028,51.88412810133435,875688.9871852344,1.0972393107875632e6,9.872193400970573e6,9.192743251562316e6,2.18568398694379
