parameters,ess,rhat,ess_per_sec
μ,4354.652763329153,1.0001888369880143,0.6166567181828478
α,4974.842652317823,1.0002576796365066,0.7044810023174014
ϵ,4382.211790282838,1.0001081711688233,0.620559316171988
η,4871.930089179611,1.0000787144211982,0.6899076880042578
β,4627.227177779109,1.0010451922883772,0.6552556267550252
N0_rep1,5629.667350796215,1.0001833890265475,0.7972098768098074
N0_rep2,6831.5654254488945,1.000526116121161,0.9674091010848068
V0_rep1,6748.751823017362,0.9999612087826386,0.9556819744752246
V0_rep2,6683.825160953614,1.0000192406941861,0.9464877942439198
σ_N,5150.733790546353,1.0006785146473396,0.7293887178006743
σ_V,5930.303728974681,1.0001425308516325,0.8397826035941536
