parameters,ess,rhat,ess_per_sec
μ,3376.9255047182583,1.0015002233176806,0.6210876326196201
α,3362.5548864243674,1.0008601894322564,0.6184445736350608
ϵ,3697.5704122240986,1.0008464531164911,0.6800609757496618
η,3440.858521440252,1.0017752160438453,0.6328462592006961
β,4465.23127374906,1.0006072728305662,0.8212499556288776
N0_rep1,4391.921728680942,1.0004841067713193,0.8077667882533575
N0_rep2,4639.413702158373,1.0001495254546724,0.8532857680723334
V0_rep1,4870.70351145177,1.0004333235274467,0.8958248290917041
V0_rep2,3957.0648921315405,1.000762358959371,0.7277874689691264
σ_N,3887.403508812883,1.001898208278331,0.714975275276982
σ_V,4338.865411114925,1.0003192228048436,0.7980086154341614
