parameters,ess,rhat,ess_per_sec
μ,3089.9155613725193,1.0036497117995569,0.14131546160870873
α,2676.164495837722,1.000944004898538,0.12239280121368702
ϵ,3081.4506558917656,1.0032877705257743,0.1409283241605399
η,2661.629992390363,1.0006259238900586,0.121728074290533
β,1386.8099669169899,1.0031849844590113,0.06342493403003562
N0_rep1,6543.327606708027,1.0010825649102801,0.2992552200320382
N0_rep2,5598.153562876233,1.0012871253893145,0.2560282438730748
V0_rep1,3355.1841095109357,1.0019433429566509,0.1534473618454262
V0_rep2,3274.5232634556605,1.0016250277013614,0.14975838573341005
σ_N,2906.908853966347,1.001012511271426,0.13294575802913727
σ_V,4161.561506914021,1.0014228072368168,0.19032655542902974
