parameters,ess,rhat,ess_per_sec
r,6782.0634867721255,1.0007259516207294,0.4607309348900027
K,7891.563283131405,1.000685547480793,0.5361034051468643
δ,9050.044214934358,1.0019772170138912,0.6148033471044777
μ,7896.445290277248,1.000585138160532,0.5364350581490561
e,3907.0764791271704,1.0005435941381016,0.2654223161469919
α,3872.166291287275,1.0009461062085048,0.2630507365367403
ϵ,7517.96457857516,0.9998871856077951,0.5107234480350478
η,6267.198276083613,1.000341304186788,0.42575421573579186
β,7202.980321194921,1.000171594688967,0.4893253895147344
N0_rep1,5738.992765923574,1.0002262462092635,0.38987124015103936
N0_rep2,5870.7627320441725,1.0002704471187223,0.39882286671713957
V0_rep1,8784.53387977367,1.0002036044738372,0.5967662371334291
V0_rep2,6633.292536668497,0.9999310745147753,0.450624367904983
σ_N,6279.552655053394,1.0004754535276261,0.42659349489969745
σ_V,5137.819834118097,1.0000507271579124,0.3490313147446307
data_ostreo_rep2[4],6826.694756884825,1.000826212038813,0.4637629039720467
