parameters,ess,rhat,ess_per_sec
r,6198.979115312706,1.0014969355013261,0.46468056834940513
K,8628.410907703983,1.000530999008621,0.6467927718355989
δ,8928.961280752457,0.9998373638618185,0.669322274769526
μ,7311.156994285866,1.0007217491891713,0.5480503360632965
e,3792.0982518267356,1.00079481650085,0.2842588010246496
α,3687.358765666204,1.0008183579467556,0.2764074430748422
ϵ,6556.760654788909,1.0008755374157823,0.49150016654712236
η,5941.800857134232,1.0006767840197746,0.4454022747861504
β,6388.679326080648,1.0007310945122383,0.478900652030265
N0_rep1,5675.6550241305085,1.0003181676427313,0.4254517644451009
N0_rep2,5648.866838424013,1.000363876958467,0.42344370003197923
V0_rep1,6569.448357779309,1.0010505905502078,0.4924512471891048
V0_rep2,5956.877231276272,1.0002147548408016,0.4465324121804943
σ_N,6413.41206251187,1.0002889649067177,0.48075463827669496
σ_V,5930.834163912876,1.0002259273367329,0.4445802024506549
