μ,α,ϵ,η,β,N0_rep1,N0_rep2,V0_rep1,V0_rep2,σ
0.0013455476941271187,0.021281509420414218,0.04421626225609927,1.9857006177976568,98.42693042384666,1.2739488400422195e6,1.623076112369895e6,2.3804172590034045e6,2.961511013250376e6,0.4014257987210865
0.0007657981773468501,0.020067281223738874,0.09838047402471997,2.1733436128738144,97.40595917972738,1.3069815621095789e6,1.5898600127081736e6,2.6039317554258793e6,3.0035337775974753e6,0.28356700596528606
0.0008575766642305432,0.02003453034709,0.12971970112666284,2.3028732896560764,96.7703135113439,1.2491663888721876e6,1.8805713740514568e6,2.418827334593679e6,2.5413207634498747e6,0.36457451842762006
0.0008035894438386772,0.021061254924691828,0.11697722135641582,2.023279842514056,96.64916395864142,1.3328703563102935e6,1.643109086376483e6,2.408984470590481e6,3.3838531503657186e6,0.4013712635030018
0.0006727268630639981,0.01987145836089709,0.12264001569943364,2.39690261472661,94.2204093305388,1.2912548822873991e6,1.6586825644330499e6,2.5842500596821895e6,3.03825392443011e6,0.2662778469126514
0.0006623657678911063,0.02003551332494563,0.14762952151311767,2.2842213205476107,94.85824474933149,1.2773102760729059e6,1.6582772629757484e6,2.7054165366237606e6,3.3894378448938117e6,0.2654748328882262
0.0010185653816875652,0.019787841965945286,0.1041899075956713,2.306713024155038,98.04226669473206,1.0081508485787923e6,1.6558507171467398e6,2.221473669001157e6,2.9018159186608996e6,0.4323995708497906
0.0006352605769816501,0.01946946380786582,0.14742079832496252,2.382855517654633,97.99236079276062,1.0740207128640534e6,1.656493222863681e6,2.2073120593243e6,3.002677375257607e6,0.4501235777285057
0.0011700395738555914,0.021922537472488277,0.08160457889800123,2.0794917237127284,92.35371286967867,1.0936643125569988e6,1.4346718762630827e6,2.0831507180645976e6,2.772717647830305e6,0.4030072227659959
0.0010100994078428326,0.02130781460845746,0.10253457951704116,2.0630168419272907,95.68007788032469,1.1084104049642812e6,1.3219120084081925e6,2.0474648704511914e6,2.8175540267679044e6,0.41243201642187216
0.0009024166923873907,0.020653000849372518,0.11334965711067124,2.019813996988854,97.07709815547983,1.0802610085175093e6,1.5788627150265225e6,2.7913183270871826e6,3.3765760201123995e6,0.3515185312653053
0.000681811939475762,0.02013586981361389,0.1375892354432058,2.0791122329579177,99.67697760480915,1.1092850883037401e6,1.7022322387564185e6,2.7631979851318975e6,3.4011570417796485e6,0.34047596285285403
0.0008800951940680389,0.019951758759853236,0.11811332476502127,2.1437233671135494,99.17578837963909,1.1210110733697005e6,1.7102497680179519e6,2.5145045052699475e6,3.278709255642097e6,0.3772423894312767
0.0008095821232165545,0.020309586902780535,0.13447183626551523,2.0995487418550756,98.92126545149509,1.101667744384266e6,1.6302779016032335e6,2.436347355779127e6,3.040907349816374e6,0.360562753696736
0.0009018721247640456,0.0211817764002699,0.10263405643464855,1.9293209256158845,99.64582427467938,1.3102494182734124e6,1.7918997550896348e6,2.576945820423571e6,2.5807920993128195e6,0.33224298538902153
0.0012118943035658212,0.0214259677811019,0.07304551324445063,2.0771612479739936,95.42169801496435,1.0463615358936009e6,1.6158428220529484e6,2.121447475166686e6,3.6180514064766597e6,0.4261362187315065
0.00039824168295420504,0.020924201238740427,0.20249394292767425,2.129132374332481,96.00158223745609,1.7803653061084454e6,1.9992271953202828e6,2.4668657057944443e6,2.8834389000121867e6,0.29830020043843947
0.0008059673472874006,0.018611399550424092,0.12481327458689337,2.4213618872340295,99.6728224091054,972325.6454085326,1.6819034090737752e6,3.150672050404755e6,3.8109987905740347e6,0.30373627599757486
0.0005772345054542102,0.022451209303134045,0.13531520397667346,1.961683668295151,93.68000627215122,1.6259524984605527e6,1.85350397528767e6,1.8854348676768967e6,2.5563726645665816e6,0.33524425691917253
0.0006039852555923916,0.02153888000350593,0.16332164942573896,1.9410441916506307,96.85753959423984,985389.3424096575,1.8976053161259429e6,2.437151766838999e6,3.320841035340237e6,0.3693899853326213
0.0005417279568885936,0.02233897033324653,0.17812588710052887,1.921491405521249,91.14739221559105,1.1968495547048526e6,1.580096707532864e6,2.942733966405673e6,3.476144971096323e6,0.34507504045255866
0.000460063981155012,0.022470123663992553,0.21863005375406785,1.9613782734929188,89.83764145736983,1.262433718265403e6,1.689657727893782e6,2.927072255863787e6,3.4502407235126644e6,0.35369170786828014
0.0010757789874775523,0.020699502430143367,0.0643078455682699,2.212703519584756,97.56950793093525,1.17759488891595e6,1.7028817208984909e6,1.8314184711352226e6,2.1151516676282817e6,0.32944199420292625
0.0012561713622377222,0.020545435296427203,0.046759546263385715,2.1365204555365835,95.67099244772288,1.447019008327831e6,1.7251682299922258e6,2.9857480724911448e6,3.330681221590828e6,0.38353145886156914
0.0012406922416406125,0.019765735218458726,0.03648570501517454,2.194093426464578,97.12521322081308,1.5826588757824905e6,1.630679771977757e6,2.762469449920943e6,3.9771878922525262e6,0.3358595664884757
0.0005909660167552873,0.018887208027368114,0.15350413317567455,2.4805908542991566,98.23608382628623,1.2348423708995802e6,1.6990968312255205e6,2.9237378328268263e6,2.9873267712609023e6,0.35573646758597394
0.000986426991110868,0.019662853959740056,0.06816664402922717,2.3330826282097927,96.77912682966999,1.4771774647314984e6,1.7716936312524863e6,2.4577066890880936e6,3.1566694939418235e6,0.2611801598928885
0.0012200013185532496,0.019609320204436575,0.03809318641688161,2.48964013291537,95.00803382774275,1.3800537849515406e6,1.9676243318109433e6,2.4853595390250003e6,2.6582346478730855e6,0.3579428436020855
0.0006364286030387013,0.02363019702330588,0.14842369625000404,1.9419737145893494,88.25421746843546,1.2208511688618236e6,1.565259095324702e6,2.0635441637296306e6,2.873678555080436e6,0.352192070129646
0.0006546041149546343,0.023557574164678474,0.1539878582128884,1.978418114679907,86.80521562567647,1.2092530667316613e6,1.5481046993908514e6,2.050868108112227e6,2.935102249543611e6,0.33780107353875277
0.0006392310029245906,0.023567830244033045,0.1586367071500805,1.987214068653974,86.9776723549385,1.2115896402322748e6,1.5422356314172144e6,2.0493772467960133e6,2.9417801479427107e6,0.33597259143728303
0.0006392310029245906,0.023567830244033045,0.1586367071500805,1.987214068653974,86.9776723549385,1.2115896402322748e6,1.5422356314172144e6,2.0493772467960133e6,2.9417801479427107e6,0.33597259143728303
0.0006392310029245906,0.023567830244033045,0.1586367071500805,1.987214068653974,86.9776723549385,1.2115896402322748e6,1.5422356314172144e6,2.0493772467960133e6,2.9417801479427107e6,0.33597259143728303
0.0006392310029245906,0.023567830244033045,0.1586367071500805,1.987214068653974,86.9776723549385,1.2115896402322748e6,1.5422356314172144e6,2.0493772467960133e6,2.9417801479427107e6,0.33597259143728303
0.0007623624840044797,0.02349958173533005,0.15959123954256585,2.001109397879179,87.47739899157557,1.207683815682761e6,1.4912305798325997e6,2.0569744248732764e6,2.6610145599980946e6,0.34386872619152864
0.0007304531760008851,0.023470204444940048,0.12282601140053355,1.9340225013854855,89.10627352088521,1.210023255274391e6,1.4666680300571253e6,2.0128259667135584e6,2.7459874384751767e6,0.35720143049643666
0.0008988627821882897,0.02325024602910827,0.1148159470100035,1.8507503209669613,93.19485667202844,1.2683628767522194e6,1.4575362599920295e6,1.963732179361221e6,2.766451777849977e6,0.397883243259795
0.0006845578371169476,0.02405936068623882,0.13232955118668963,1.7835220182239904,91.02650388649326,1.4320065094140621e6,1.4144332570778576e6,2.288596654568473e6,2.344261987706419e6,0.32869279120951533
0.0009893513314735089,0.022713998290450243,0.11506641561878388,1.8493136704030104,94.99533123488501,1.3268982983761579e6,1.4708190870534074e6,2.263150548905803e6,2.807999035526483e6,0.33356944028068275
0.0005521748324507675,0.021529733959172025,0.1915845772479989,2.0230384050396792,94.31020604677101,1.1443372045186167e6,1.8474689685955718e6,2.5334663029991547e6,3.277496900032795e6,0.3587909938951391
0.0005421788418267355,0.021039691130584712,0.1750447558925431,2.069863059665696,95.04290821897104,1.000549352190292e6,1.6163389164843636e6,2.8185401883133245e6,3.1914975808980777e6,0.2901190116545779
0.0006894289125893656,0.02017778863102672,0.12836832661396058,2.1885591902851234,97.54301568744035,1.18997493014557e6,2.1273658413185887e6,2.4927303972684937e6,3.0425000494766845e6,0.35262106196689746
0.0005511683821657416,0.020112925754279372,0.15480941108412383,2.1895656650903788,97.50735753050876,1.215547345783289e6,1.9865016991873037e6,2.519371378200899e6,3.4233704225831684e6,0.36130602837814
0.0005734872471970474,0.02028768504625915,0.15920344476033077,2.1168990903178075,97.94837850903431,1.2585859899805863e6,1.987575107217255e6,2.481300874393033e6,3.3437174941089973e6,0.35583767367358526
0.0009039975217457526,0.023631844965988944,0.10665481866488423,1.8175949372470557,90.79341626953315,1.1408135950057753e6,1.9031391283394692e6,2.2277151626050784e6,3.282494968299807e6,0.34185019434414854
