r,μ,K,e,α,ϵ,η,β,δ,N0_rep1,N0_rep2,V0_rep1,V0_rep2,σ
1.0423047344864753,0.0005893068542544902,9.742976471962447e7,8.350943911465764e-9,0.9348631638073449,0.5304317934575463,8.464930854049452,61.05450725881065,0.017174927132648444,1.0850899902396463e6,1.1720631949621704e6,5.041995322335502e6,3.7322210964991394e6,0.777157056640063
1.0295106262409197,0.0005027795558217455,9.772538707492447e7,8.494376979372318e-9,0.9222903586534409,0.5567103205004559,6.882115475110188,60.871338222319594,0.01721706940228668,1.0461520560237555e6,1.1462907409362919e6,5.115806488667528e6,3.8320040195044377e6,0.8148060422855997
1.0644222264223686,0.0005769591907993986,9.324902059184256e7,6.6759899260951534e-9,0.9134782439496363,0.5247843385176933,16.717467718096874,70.01771330126532,0.021041706681327804,1.102679518233426e6,1.246007298456051e6,4.896819909182566e6,3.0674204930756483e6,0.682985686022945
0.9345025081679408,0.00035438080196940495,9.03098865670888e7,8.044904199062074e-9,0.9562185942037725,0.6574825119614344,9.462977135358749,73.60784192991413,0.016495471699674302,1.3012161441610318e6,1.199059064903251e6,4.566229395561149e6,3.809515136543671e6,0.6734513047028381
0.9236798559353399,0.0001840439658057761,9.836339892802593e7,8.736671199097478e-9,0.8377996607109996,0.7570804776598614,19.36199396704704,68.01614667923934,0.01815107090709551,1.250440368019489e6,1.420916231923708e6,4.949817861121334e6,3.0952274729325296e6,0.6142131910111268
1.0431764658987421,0.00022363968408624737,8.534743117345202e7,6.9284039523911324e-9,0.971431727714127,0.6432019222775304,11.638980923734634,67.36825830571476,0.01944487210921078,1.1989136710305389e6,976218.9121777106,4.529842612411605e6,4.243618248294331e6,0.5332010455015433
1.031823492004415,0.00022317802330014484,8.54755396294088e7,7.123934823037947e-9,0.9736843004039836,0.6468215729659478,10.229849440564905,61.489031497700154,0.019760169951303645,1.1896470365408296e6,1.3200156122979075e6,4.814877318661305e6,4.1784269989649183e6,0.6887385732132977
1.019260584012704,0.00034917298273484833,9.336588217508297e7,9.278565764900942e-9,0.7530399104579137,0.6144717363520562,16.224913788566106,68.0003305308062,0.01811607718340811,1.1831240741103548e6,991956.9267400929,4.1411221623552362e6,2.82140514748632e6,0.5744790133209506
1.0115765620165869,0.0002593895754794553,9.327636170067318e7,7.015386924146526e-9,0.9864729318452815,0.630841862866743,10.342937321491364,70.01361837265536,0.018456450520277917,1.0571254437039378e6,1.2438106288049612e6,5.254521233616511e6,4.696536306420072e6,0.7243955143322209
0.9534917886260182,0.0002757198114162241,8.662306716542344e7,7.84578747081472e-9,0.9718539151190339,0.659606841693772,15.954641146574417,60.83531701492326,0.018464964485071955,1.5504322022286465e6,1.36720866890658e6,4.280854371594084e6,2.398527888793595e6,0.6252562737881823
0.9460855786209486,0.000259882733288467,8.704660331719977e7,7.805688697728132e-9,0.9698664333030189,0.6803359204149035,16.457836527333168,61.6357937285993,0.018589920456606453,1.554422791368221e6,1.3426664192554634e6,4.339922441695433e6,2.403907710186878e6,0.603193762901442
1.003402890270507,0.00034845405487234185,8.991873506567079e7,7.600428359789774e-9,0.8760807008420299,0.5973839780223288,16.99425940589663,65.16996375122932,0.021133759853357675,1.1842599359575654e6,1.4996424692555116e6,4.672584738435119e6,3.4828434956689267e6,0.6595508394423248
1.033081901627541,0.00032463667892342215,9.52276468403046e7,7.303564136341983e-9,0.9337229974947739,0.5944021534910822,18.836632567841512,71.10085565342469,0.016163024192950185,975787.7594021239,976902.875608842,4.18088131310287e6,4.1038022003188995e6,0.6126678890033426
1.0334651715653462,0.00017229688981089278,9.272825871638529e7,7.944151820759166e-9,0.8728447224449267,0.6557485319726711,12.750131294804516,62.91557926238236,0.018709737350784322,1.2893759139703517e6,1.0748205408818615e6,4.938114885064894e6,3.615135802561246e6,0.6060516475867385
1.024306229330385,0.0002516817049395066,8.901808565827967e7,7.343612297851673e-9,0.9698110976332592,0.637118084835937,14.017880406535541,67.0351596849695,0.018562750370907714,1.0219855375497388e6,1.1918331992092235e6,4.420439145602512e6,3.7347293507546615e6,0.5966926799895808
1.0106997831570128,0.0002574390345099399,9.76070500154658e7,7.307648920648415e-9,0.9364708209027832,0.650652072796857,17.468770620635212,72.05611507885152,0.018049349061263452,1.2128595007933972e6,1.0126363078858431e6,4.427387794132258e6,3.7952241417554324e6,0.6216616888016321
0.8812131471825566,0.00040223313821201827,1.0132716287876242e8,8.322220362152072e-9,0.9249993897671692,0.7031359340084725,9.982038733947256,75.36994097097354,0.018133881640477453,1.2242584005633532e6,1.3891464004091213e6,5.971781996125758e6,4.830129101163742e6,0.7477426617443321
0.8884076121058868,0.00034566877181806994,1.0179231605839173e8,7.707596914580806e-9,0.9170839032035377,0.6752648494457211,13.955384521980056,74.27510524906478,0.018024351112610974,1.1246070112805672e6,1.3966895924710575e6,5.892315746496002e6,4.673067511476313e6,0.7291899274886916
1.0464361922739627,0.00019433144620235141,8.894837301487376e7,7.509338953535689e-9,0.9658605501948386,0.6643645309588577,11.965459995991845,57.87079613923367,0.01928034644099249,1.1257924316507964e6,1.1614954934080448e6,7.350520787020923e6,2.3160003519843114e6,0.6328121328335067
1.0200719678076893,0.0001867279589070766,9.350683517992254e7,7.625021728329754e-9,0.8822596545393506,0.6523786544148419,19.075999750597873,56.46161771988195,0.01796973328061791,1.2940364731632392e6,1.5354000353807975e6,7.026061290632625e6,2.6620093125393335e6,0.5457172565520056
1.0082753307333479,0.0004945237819393929,9.149341452749859e7,7.628202937811633e-9,0.9838651422773933,0.5938436821277298,10.887449855971282,66.85014082772491,0.019051066391733634,1.064040062957786e6,1.1351203664296845e6,4.434801157044856e6,3.389972634529277e6,0.7706179150680905
1.1180160393581233,0.0004455725366443262,9.325765211646971e7,6.039254153992537e-9,0.8838315616022918,0.4753128203362482,19.474919894879292,61.183873311391196,0.01961768903447622,1.1016566877811393e6,1.0665827621039466e6,5.636293792545336e6,4.39966842667302e6,0.6984185220410905
0.9921697715074866,0.0002875903904010668,9.180651817966019e7,8.518612382050765e-9,0.9822471266801353,0.7011743092785209,8.79606876684813,67.79372685314658,0.018612418349951847,1.2975389274807053e6,1.2244825577641574e6,3.7951765708230883e6,3.5171459954116303e6,0.7213085488076012
0.9854538765871101,0.0002526116412079765,9.224793157790363e7,8.32540843979924e-9,0.9826248160099923,0.6851807771931173,6.776440062246934,67.19572871304479,0.01878920330056535,1.3026246569270436e6,1.2259654213695624e6,3.7398203743705153e6,3.4002284305447806e6,0.6952783229825417
1.032414847572284,0.00035505185971625673,9.653949236955717e7,6.536821572540131e-9,0.975603203348799,0.6058399000488064,16.59580073717607,63.855982672892004,0.019215401443511283,1.3361137884229152e6,1.3095834369742973e6,4.488549600900328e6,3.2896673078329205e6,0.6023790434220022
0.9789754077375048,0.0002314930581676521,9.163946823045835e7,7.527249405875697e-9,0.9415318190553464,0.6635402677255811,14.057365113199129,66.5516983127456,0.0181090232994426,1.0988489007028567e6,1.1320511224395707e6,5.030205050305759e6,3.637887496922471e6,0.7039922656408246
1.0181829696084592,0.00015298972656982676,9.01314558689438e7,7.445907107571163e-9,0.8489010713671851,0.7185718277505414,15.775165527479816,72.72666034893012,0.01916871108318831,1.1076733265094003e6,1.1688070270716976e6,4.908674534238973e6,3.4220417993050828e6,0.5581668196928905
1.010957736971445,0.0002020396160812537,9.259212387556998e7,8.312763111261216e-9,0.9609351536377947,0.6743830922868319,10.293212576298425,71.5639967778357,0.018306640357896843,927685.1402951191,1.0189413910189832e6,4.504162020762262e6,2.9030353552064165e6,0.6495424165415686
0.933114425993283,0.0005393005826123586,8.734001370451987e7,8.158343235901465e-9,0.8649802006806971,0.5487014831879813,13.84876160439541,60.5449841269135,0.018771080703915248,1.5577211636286213e6,1.379533476469761e6,5.066176096098925e6,3.931218060714519e6,0.6685672702461036
0.9313604998574263,0.0005762902215698913,8.875908721112777e7,8.280396730844392e-9,0.9419334995316774,0.6011863961253436,12.710146798743368,62.005012828350736,0.018387281005549906,1.542067865436396e6,1.3431637389416927e6,4.621539648385487e6,3.8384585773957344e6,0.816536897136923
0.963107327657089,0.0005009557056420318,8.388234056353442e7,8.172590687513823e-9,0.8902573921463034,0.5820313631680452,12.152814672962187,62.40755327718473,0.01837107281884745,1.32240130425204e6,1.5496458337419478e6,4.208561280238649e6,4.022723593820256e6,0.6812003007314577
0.9682011044719536,0.00018880507032626755,9.113356757853162e7,9.414485111768548e-9,0.8182229822891445,0.7234395250215072,10.769729503251375,63.67368017778177,0.018212280083582406,1.5079062598270164e6,1.0821347996044664e6,4.359305158562382e6,3.001348043839342e6,0.741259272329598
1.0047462548395525,0.000490106297554757,8.33822350359934e7,7.81865554204755e-9,0.9834548739347901,0.5885297507021503,8.224396273675586,69.67404635150402,0.01812380709821299,1.1093609152411348e6,1.5069175712475819e6,4.419025601185881e6,3.2236478029105435e6,0.5888962968475934
