parameters,ess,rhat,ess_per_sec
μ,4002.9177517888606,1.0012483872670261,0.6459147435996345
α,3395.760846304961,1.0012422011528295,0.547943308449581
ϵ,4008.838514947515,1.001145372464557,0.646870123763473
η,3550.3647272759836,1.0016189892297453,0.5728903426703764
β,4768.598184612698,1.00011995359069,0.7694656909618806
N0_rep1,5379.499925684401,1.0001621584828848,0.8680413964638388
N0_rep2,4895.244662017848,1.0007837813539202,0.7899014910590441
V0_rep1,4525.8530941000345,0.9998750828109685,0.7302961045199687
V0_rep2,5233.759232719146,1.0002488044996156,0.8445245349728383
σ_N,5026.261751726581,1.0021261303775302,0.8110425374541563
σ_V,4767.9217569022485,1.0003700966832567,0.7693565419215428
