parameters,ess,rhat,ess_per_sec
r,4836.406007649673,1.0009733143632367,0.6184431486253547
μ,5816.522023425595,1.0002050491009193,0.7437729976611608
K,11340.675353674402,1.0011288346192038,1.4501600904000005
e,8912.151837639036,1.00020100897365,1.1396188067707747
α,8353.371812294983,1.0001730379695617,1.0681662286133284
ϵ,4596.000988167696,1.0005621452053133,0.5877019666487768
η,8437.808184136036,1.0001301496487065,1.0789633154536986
β,5305.51854932541,1.000207099484841,0.6784297247884619
δ,11488.159523122413,1.0005525811669096,1.4690192544117806
N0_rep1,5087.692289539877,0.9997330729475912,0.6505757444274302
N0_rep2,4991.310591619774,1.0000383915764293,0.6382511793191065
V0_rep1,5958.6370765358615,1.0014226101808645,0.7619455995423011
V0_rep2,10184.230153048416,1.000123738242178,1.302282594185539
σ_N,6418.539261896768,1.0001476750409017,0.8207544247576392
σ_V,8080.376001796201,1.0013107544037665,1.0332575819158927
