μ,α,ϵ,η,β,N0_rep1,N0_rep2,V0_rep1,V0_rep2,σ
0.0004141365031495086,0.021424906553968264,0.5983208147296689,2.9296230794376825,99.0993808189552,1.4828297453637682e6,1.8516550283069e6,9.05306049227344e6,7.958387883913136e6,0.3873874132548242
0.0004338548859827303,0.02256022504089234,0.6118719418402,2.956721700524734,98.58861769578604,1.244407532215361e6,1.5057928949097805e6,7.639049955517738e6,8.42772621809094e6,0.4170685063987971
0.00037102134291181843,0.02362195915551597,0.6381142165309982,2.7169885730030616,99.61146162728338,1.2336154821816776e6,1.5911879389180858e6,8.453217431444367e6,7.780615845954635e6,0.5215501244042771
0.000639051101221147,0.020345385855231036,0.5629447849261542,3.4424324914617666,99.50467239117664,1.8049106941565524e6,1.554274568596752e6,9.11939501758202e6,9.69900567538473e6,0.527613429501703
0.000816503672558921,0.018753645012572605,0.5435076447940252,4.014702220816543,97.87779897525547,1.3864814153796595e6,1.543730042680984e6,9.438533937612548e6,7.7499599451596625e6,0.3990143091693564
0.0004663038846592208,0.02072325473840902,0.5619465405140895,2.952332750945377,99.5023546848645,1.6919766527091553e6,1.5465965553957582e6,8.45560638243889e6,9.74368650553974e6,0.568618098670268
0.0005360486050456226,0.02094105857591946,0.5892159401998934,3.1633640500899287,99.47742827065905,1.813117278239822e6,1.4920345884899525e6,8.385387796639644e6,9.621300915403109e6,0.578335514033553
0.0011183919706361511,0.02075832685249437,0.4903563066088813,3.177096095822303,97.86226790588066,1.2748219177141343e6,1.6094859909070842e6,9.923504630873345e6,9.333653331904005e6,0.48266013657326207
0.0004819663133502977,0.022875661751229025,0.6144466944372418,2.630885095483252,97.47608129399852,1.345427505466944e6,1.5790455931229666e6,9.965065020104025e6,8.44993406601049e6,0.510099520528207
0.0006516399987513098,0.023141913512889783,0.5757891309392928,2.8117343930092717,94.08671326127555,1.3348321644249102e6,1.2039454864912687e6,9.946558115003785e6,9.612030231196748e6,0.4455715793437039
0.0007328988000284808,0.02137551441194316,0.5608388354264882,2.9786239861944677,96.02085835764844,1.3672949877107074e6,1.096995537795294e6,9.777194597666355e6,9.724338050336711e6,0.5274108741607323
0.0005527441481043996,0.021202322616663764,0.5696747318303684,3.260122153614115,93.88775144067465,1.2286292977092536e6,1.6200549585095686e6,9.32691826717983e6,8.84762111340588e6,0.4721329947113443
0.0005149413495541955,0.01948813058005578,0.5453773809879381,3.347240760489591,98.83305017904702,1.91688770608916e6,1.5992497553208764e6,9.583713582075793e6,8.67289639856376e6,0.4954850613372519
0.0002827538429743553,0.01983994407590084,0.6573864174655898,3.6342054670254433,96.48431097947429,1.3341524500608295e6,1.8060418126675137e6,8.783329057068922e6,8.252797850175733e6,0.4182945288185518
0.00025029641615044207,0.019460179599309724,0.685614850053413,3.6685210851334213,97.15488207669026,1.3724050348392287e6,1.5818153348078642e6,9.081626799584549e6,9.276522404762689e6,0.6036205415121698
0.001027353249118785,0.018561324614934854,0.5001104750899382,3.701449174195018,97.58763437321709,1.6550028048549015e6,1.916303177463542e6,9.096033306845058e6,9.757866150993055e6,0.8308869789659763
0.0009913110029008887,0.01937118999359379,0.46919744829243965,3.803793300298184,90.47668919454348,1.608003990202935e6,1.5611820244071826e6,8.288589390892509e6,9.692821800951937e6,0.6172240034896123
0.001074917180235826,0.018537901435851642,0.49842647980318733,3.588952032051966,99.15067012279711,1.6314284404195133e6,1.3857787274115928e6,8.610921120641299e6,9.494406844510311e6,0.5740399074970346
0.0004723877599905365,0.020648763067757373,0.6028618932419331,3.231655483227837,99.22721063794357,1.429917901969897e6,1.7602831434728187e6,9.993502658240944e6,8.689550871373655e6,0.46201490829792996
0.000542962426905436,0.01998281498619593,0.554927305241873,3.491692658515847,95.94272037319656,1.858075252993581e6,1.4893652254971678e6,9.997573629294097e6,9.758409497241754e6,0.5218755708991727
0.0005466706227637637,0.020910235140532682,0.5677407997630683,3.237142380870209,93.54042665567478,1.4303209435059675e6,1.7716589938097803e6,9.984400745302057e6,9.89485767657826e6,0.44415192871784964
0.0005575522489751988,0.02241732700929406,0.5822782381960232,3.1323880186018527,92.82816988235855,1.4954464877262877e6,1.8686003413723311e6,9.961164553003995e6,9.94861278418447e6,0.4496100434520996
0.0006784190025692662,0.022263889907252834,0.5513874636377397,2.954504912980526,90.12144899152966,1.5619821962321997e6,1.4017770429633874e6,9.855507277834442e6,9.751491321638452e6,0.4970690676282202
0.0003795223642779176,0.02102205165794612,0.6487023985591871,3.308532972967403,98.80550381743879,1.129181398500618e6,1.2867323446112247e6,7.77147924913885e6,9.351479360866316e6,0.3803537915660279
0.000622319503326169,0.02133305937381227,0.5028268252075117,2.8031515183387024,96.67247518990723,2.208749522055678e6,2.2125041274571214e6,9.859621572703263e6,9.630370050248275e6,0.6823339802649435
0.001038220193570619,0.01985955352520242,0.4895405065251778,3.2498204611957906,96.91026923540704,1.47678271060737e6,1.8181730520848434e6,9.99416766817777e6,8.634323698793821e6,0.5934188387665472
0.00026635473380310075,0.021085457639163384,0.6566119778284832,3.1918800529981883,98.29557315937694,1.351234237724153e6,1.5681070192131733e6,6.7962598137038415e6,7.930739646892604e6,0.38564411969403706
0.00033632104563529816,0.023157099725224835,0.6499796597706463,2.789756997097526,94.69302021166324,1.2841143020286108e6,1.529901413497779e6,9.533686453120304e6,9.047581772225581e6,0.4327397331893838
0.0007558901701929979,0.018948140145566877,0.513881252492811,4.205326288342542,93.829932591621,1.5327431789604868e6,1.681173443624781e6,9.459250597988555e6,9.03936755087765e6,0.4866081237891675
0.000593710342214599,0.018839108938700947,0.560444343982473,3.686555905065132,97.59300992382731,1.6492159215130694e6,1.6817589984646502e6,9.488472326462554e6,8.053386478053404e6,0.5143459409879924
0.0003808463147034577,0.01945788940745046,0.6059150997583023,3.61391406939978,97.64497612948512,1.5545252578808318e6,1.74343705319558e6,9.643807393573355e6,9.342818782752441e6,0.48124409857340195
0.0007516467547961993,0.023576436690402193,0.5338731129012124,2.6420720072842943,98.86592475152833,1.4079740178944862e6,1.391316814934256e6,9.165616971786808e6,8.935280356654638e6,0.4482949067442195
0.00048817278452896766,0.020147640679045703,0.5650560189165211,3.759033486204149,92.95343772539321,1.5435537271851602e6,1.5491223356534634e6,8.685359848503148e6,9.281718153658597e6,0.5178592750586473
0.0007571736353997019,0.02016494076399392,0.5108527052919063,3.3098205946998824,96.74773078107178,1.4488413455101226e6,1.464238447743452e6,8.483094634416938e6,8.220849989317835e6,0.4744928840676518
0.000564466529613228,0.020238161108366737,0.5864201941161462,3.6836831768782132,97.89883063373055,1.6466453137970173e6,1.3688239103749222e6,6.75870529571948e6,8.3766006082066335e6,0.4294066599689784
0.00047505726478871903,0.02007579284830726,0.5513172265777878,3.6844492667953768,98.81416956902048,1.8002045839840148e6,1.3637934674231303e6,8.343784802617955e6,5.761132431177943e6,0.40797240385450395
0.0005548196163997229,0.018299466118539807,0.5863147975848103,3.9225391695601037,99.84032528174804,1.1389899199121909e6,1.4612150331386358e6,9.297207656546796e6,9.57589177628961e6,0.4141513102144615
0.00042473835726120524,0.0183566716819167,0.5784941143340475,4.212495467274034,99.91576415460973,1.4748838825148288e6,1.6645747967891414e6,8.199403537156329e6,8.920684286447007e6,0.5278482951514489
0.0004723839050187802,0.01879758547553036,0.5755974131975777,3.685701295747137,99.1306146363254,1.4678584839059147e6,1.7539359954323757e6,9.05695305245427e6,9.383229515305132e6,0.4972736207664149
0.0006035876120506027,0.02016667285054298,0.5553291617052226,3.249872082140029,98.92354808384201,1.717228427893786e6,1.5402981602967465e6,9.374753540510368e6,8.994542369650546e6,0.4240774810382778
0.0006103831984334473,0.020588677848027554,0.551664237475271,3.557039945735263,96.95711051938194,1.399860435452748e6,1.753676694989075e6,7.868974293788138e6,8.462917348800553e6,0.6027967261828695
0.0005330303711384194,0.020706864412020094,0.5566225067536767,3.657117759116937,91.31174548707092,1.3805929191112434e6,1.7084026145037408e6,7.123226590153042e6,7.235527877205261e6,0.5559022932910972
0.0006327600832213312,0.02322263227572456,0.5898447603285988,2.582462766220978,99.57101944024247,1.2987148990920745e6,1.2394946585785141e6,9.855448599956464e6,9.802378738952743e6,0.4166866796496804
0.00047611019658639584,0.019095837896105847,0.5675917065138405,4.137596800575764,92.66811968907814,1.5346496241606968e6,1.7292811384551262e6,9.653822660580441e6,8.511081497037562e6,0.5480669761921424
0.0003287033101745511,0.021793244637764157,0.6311944008495182,2.7551064486986707,99.95444855691166,1.6905792492262963e6,1.678149009642343e6,9.889094974447148e6,9.421395599332491e6,0.37165915544386774
0.0002910137949181607,0.022151884795439065,0.6471635210925796,2.6778797015625755,99.96948664976266,1.6303934737162816e6,1.576941785350747e6,9.865327270970566e6,8.98350876799975e6,0.3704993798506169
0.0003590293269191354,0.019563085051955757,0.6062040881650095,3.389066792599134,99.95660933518083,1.9914302467816458e6,1.6438824034986154e6,9.54385485049176e6,9.632935734090008e6,0.3886685739121328
0.0009256161355304805,0.02183021439734594,0.5145423125207862,3.068154511950423,93.15986545664377,1.2094576363115418e6,1.573718962972045e6,9.057784256886493e6,9.739273279301032e6,0.5631406474336044
0.000933853758268876,0.02198304148754919,0.4935273093919852,3.205079392864044,94.7016069292579,1.2160716244529174e6,2.137204120126658e6,7.162351689935334e6,9.26666571362793e6,0.5903342340407126
0.0007040978553771201,0.019675812430476468,0.5300270231588885,3.227245673647183,98.59231926789373,1.4905911022745946e6,1.8064945382278333e6,9.450535106264433e6,9.487384885866975e6,0.4981331334293473
0.0006137843966350457,0.023999231594853582,0.5676393127898334,2.5726316181114175,95.08730517795465,1.5062180718684492e6,1.4098710811617519e6,9.286070531038601e6,8.694033348645804e6,0.4432532949481531
0.00044654436586764017,0.024286406879969996,0.5885791220205472,3.1133425223200013,85.49933775399666,1.3932878204015754e6,1.6445970717758574e6,8.779855698131278e6,8.445724514336117e6,0.4883932120171211
