parameters,ess,rhat,ess_per_sec
μ,3537.7353026401365,0.9999472186587236,0.4967254529540157
α,2890.938132098348,1.000641509151851,0.40591011771200913
ϵ,4270.964831253212,1.0001142896560107,0.5996765610959347
η,2859.7349742832143,1.0007631162171862,0.40152895253898135
β,3023.579296078742,1.0013298260388952,0.4245339650669369
N0_rep1,4217.929062245137,1.0013286094706846,0.5922299281147616
N0_rep2,3507.72072898886,1.0005768697738926,0.49251117420878976
V0_rep1,4655.012542610964,1.000882335276529,0.6535998360333694
V0_rep2,4581.820349153836,1.0013555761317154,0.6433230848528733
σ_N,2650.330379381885,1.0012804961565727,0.37212692458754315
σ_V,4058.6943548138825,1.0002506776404623,0.5698721411667775
