r,μ,K,e,α,ϵ,η,β,δ,N0_rep1,N0_rep2,V0_rep1,V0_rep2,σ
1.035365543016598,9.461925647992817e7,0.0211729966823725,0.0021575245594595907,5.616580330534562e-9,1.244002713005261,0.028675128184837233,7.629338324664555,66.6058034864817,1.3383232171763382e6,1.3199882671821788e6,4.842094046416709e6,3.457014640920077e6,2.0350091711014433
0.9911229885916505,1.0149718514273864e8,0.019564472597265334,0.0011302359703760528,1.3024117994489133e-8,0.6767977485220932,0.025612667992921914,4.864711898220452,64.46741734521703,1.2006941634397593e6,1.1991005257031098e6,3.6658889018840487e6,3.841310071398e6,1.7509068867872546
1.0783990012420601,8.778553886559214e7,0.018491212951471863,0.001608604666157171,1.2697497940087615e-8,0.5050984793142274,0.048190153179328,13.67244742282374,70.00923468519841,1.0058207405831291e6,866766.6468119664,5.393363908742399e6,3.7175360946292416e6,1.9332275966520713
0.912899404135571,1.0158597525779508e8,0.01758241773368562,0.00044570027372628935,3.612963160195805e-9,1.9285229966101425,0.040083711889778675,15.504934362026976,71.20666524170188,1.0007509616616288e6,1.4902861460569082e6,4.755462784358946e6,3.024268596674571e6,1.8637233911704507
1.0297663360282394,8.407545741386747e7,0.019880114848986753,0.002814267489918984,4.610597825510867e-9,1.5147021513985945,0.05298530725555089,12.409448730820976,60.72331451987534,1.1036659779406078e6,1.1065275476242485e6,5.081302287317612e6,4.113340967599185e6,2.1416049687838643
1.0434260273561082,8.285133482739697e7,0.01981365211285633,0.002814001175694079,4.451827790707833e-9,1.5383696190153142,0.03773062999471723,11.018238839831271,65.35966724445598,1.0165929904010936e6,1.1784292861369504e6,5.022198506271676e6,4.0265656047705384e6,2.0456222638548422
0.9304505588150209,9.323418200463945e7,0.018563409753379723,0.00030007164191429354,5.427302579901967e-9,1.4822308483025268,0.06865075632282285,7.922354296416868,75.51378714743768,918676.4077707599,1.4039915800599419e6,5.6500651744960435e6,2.918591588585022e6,2.219537800141822
0.946292776389146,9.413427250650722e7,0.017556847866784787,0.005056460332093505,1.3843557001872847e-8,0.6352633825291856,0.0902226042921889,4.562884353182646,68.15805668681492,1.2674363975881736e6,1.2637087493892289e6,5.791912531145281e6,3.1173189057793436e6,1.9042645514815428
1.0654158970944194,9.403483385599108e7,0.019438863726262415,0.00010518483201891716,6.979901100229488e-9,1.2790722248519364,0.016130446421224624,11.540275765919308,55.33535759655515,903950.9305222256,1.0673986770993662e6,4.419873884354939e6,3.3061057400624766e6,2.1949573501388793
0.977469757690128,9.278963593174589e7,0.016963526072173527,0.004398225770529002,7.7511466281601e-9,0.9545848077510662,0.11272617176439166,9.527817064568678,73.01760258065733,1.0723660774045284e6,1.3524492615804663e6,5.916736941691594e6,3.681583617463234e6,1.965165753678598
