parameters,ess,rhat,ess_per_sec
μ,1120.017455263665,1.0066226430393037,0.06429721286624958
Kr,2551.8088768554003,1.002080607008359,0.14649253703865892
ϵ,1910.9033176417906,1.0012160861315373,0.10969985941184528
ϕlog,1747.3419874174863,1.0028754839309137,0.10031023997627735
η,2644.131282258367,1.0018411261018794,0.15179251993144455
β,1764.6908283752937,1.0020890711411237,0.10130619063294301
N0_rep1,3256.5087448648396,1.0013957882208753,0.18694747567133796
N0_rep2,2307.489976825116,1.0023637784839274,0.1324668410562717
V0_rep1,2106.5390716904076,1.00053405909522,0.12093078591499694
V0_rep2,2159.5416323991594,1.0009725815285857,0.12397352146552876
σ_N,2675.374818681475,1.0010640947522758,0.1535861279708997
σ_V,2100.199957520013,1.0011845568132542,0.1205668742890827
