parameters,ess,rhat,ess_per_sec
μ,193.72080315160272,1.0185462259077043,0.015278085167605761
Kr,6029.8596528501175,1.007637628087201,0.4755540335689116
ϵ,444.13535555928644,1.010428843834558,0.03502740891936833
ϕlog,313.49172899300316,1.0121666082191623,0.02472400102092732
η,487.2228204558305,1.0102403791957784,0.03842556723605904
β,2220.5753392584165,1.0043115593905578,0.17512904449257885
N0_rep1,844.6492797355011,1.005387318070926,0.06661454744463816
N0_rep2,292.6540580265682,1.0248981190168531,0.023080606472998484
V0_rep1,1388.5495052383803,1.00323496466864,0.10951006425400163
V0_rep2,698.7459914673441,1.0076386286933194,0.05510766316515186
σ_N,216.80861520339462,1.013625303146278,0.017098940507467762
σ_V,2739.312259648015,1.0030899787745495,0.21604001905162815
data_virus_rep1[11],1416.6894537795556,1.0044795698928908,0.11172936400616953
data_virus_rep2[11],1576.092448619718,1.0030022147083117,0.1243009231341458
data_virus_rep2[13],3303.3197595991437,1.0020287898625093,0.2605213265789269
