parameters,ess,rhat,ess_per_sec
μ,5706.943467663702,1.0007482415178157,0.2174923786464234
Kr,4976.815464572075,1.0010727532813242,0.18966710282083873
ϵ,4151.097421186358,1.0002694537837147,0.15819887777799466
ϕlog,3558.4453531552836,1.0002445524533168,0.13561282821991694
η,3351.851352484215,1.0003164772635502,0.12773950322999447
β,3009.6730284431937,1.0009631196988489,0.11469904154702727
N0_rep1,4897.588086734737,1.000718885045733,0.18664773685771036
N0_rep2,4477.182712616446,1.0011702132639448,0.17062603183630806
V0_rep1,9102.612125683252,1.0001856295795997,0.34690176524932226
V0_rep2,8409.242720778879,1.000089067950394,0.3204773645157642
σ_N,5524.098197356696,1.0014529060605692,0.2105241209461944
σ_V,7787.32373324213,1.0001070737951046,0.29677594874195135
