parameters,ess,rhat,ess_per_sec
μ,4305.759989480303,1.000834793434646,0.21547987352739764
Kr,4675.351082609746,1.000462457648228,0.23397589796883367
ϵ,3893.28443746149,1.0002237005004087,0.1948377151165
ϕlog,3344.175520738343,1.0008062504710287,0.16735779978973994
η,3084.4623803159416,0.9998858771640746,0.1543605693848058
β,4349.725432783783,1.0017007458214955,0.2176801048885872
N0_rep1,4402.960476221703,1.00041449543241,0.22034422933009215
N0_rep2,4198.450722092963,1.0000324883489446,0.2101096282230994
V0_rep1,3753.7669618175823,1.000417855761335,0.18785562413138693
V0_rep2,5496.989169853357,1.0002130618363743,0.27509441631567616
σ_N,3352.7716928481827,1.0002422297546303,0.16778799145940418
σ_V,5755.743926024445,1.0016745633501818,0.2880436848003527
