parameters,ess,rhat,ess_per_sec
μ,2736.7135491082263,1.0020546207319736,0.131375236536576
Kr,2843.733462521008,1.0012703634440616,0.13651270020839856
ϵ,2489.729556202966,1.0027896957301012,0.1195188328953364
ϕlog,2469.933802470731,1.0012187419153322,0.11856854278191198
η,2112.071936496225,1.0011259136867947,0.10138947509865336
β,2648.1728564743307,1.0004818987600712,0.12712486314924043
N0_rep1,4466.479459794249,1.000854916462978,0.2144122082880888
N0_rep2,5199.856257473203,0.9999717568235659,0.2496177745764951
V0_rep1,5927.0575278316965,1.0009781604659187,0.2845268862495734
V0_rep2,4077.81081590022,1.0003435365521895,0.1957542690812007
σ_N,2696.6227498322182,1.0014700690039453,0.12945068793354733
σ_V,3984.438600362345,1.0002770633719367,0.19127195966806182
