Kr,μ,ϵ,ϕ,η,β,Rper,N0_rep1,N0_rep2,V0_rep1,V0_rep2
1.41771127296254e6,0.0004224428497418228,0.9600417355286165,-17.83042124787103,3.1904216843664406,90.46485153506046,0,1.2184343693533097e6,892093.6655474873,9.04443209624191e6,9.206969210221853e6
1.3098501518980828e6,0.00045676330059084866,0.9917323617949659,-17.810301232912302,2.9148045706455,102.71253424382523,0,1.0766382766984222e6,1.0102677085452641e6,7.0643669684840245e6,8.73248852814116e6
1.2538581471562344e6,0.0005797482887887126,0.9874354966623837,-17.815847602563885,2.9466267256103813,103.78376675692958,0,1.0374131948820249e6,1.037632476148122e6,8.635944840958923e6,8.983669383850815e6
1.1536274099120507e6,0.0007394921072680978,0.954716462585982,-17.739070783272417,3.2238032527300957,87.11957854723794,0,1.116271553387893e6,837000.6734421389,8.491744944047531e6,8.631592150607377e6
1.2017670499306775e6,0.0007123111838262203,0.9607011415589913,-17.712916948878863,3.1850735601081896,87.18694445666897,0,1.181491407447152e6,897874.6719736657,7.746843685277657e6,9.504030650326394e6
1.459566252479809e6,0.0005100122262275508,0.9824705441930539,-17.85853891314268,3.104638431594727,108.941062769193,0,1.0021391309929241e6,1.011402108607044e6,8.73349243206369e6,7.288522375493497e6
1.364732077910249e6,0.0005897126941060532,0.9266052096624875,-17.92864283286699,3.424020530638924,103.8744848130381,0,1.1849320635070375e6,894187.061903087,8.977147791713914e6,8.881716226826178e6
1.3468852534516468e6,0.0007303378216354002,0.894037843160278,-17.9754752687758,3.5062763838873736,104.37633950239896,0,1.3103483454513387e6,990320.8286325139,6.660210005951841e6,8.262129536760998e6
1.3858634597100185e6,0.0007622621520828682,0.9102612222969899,-17.980063476070434,3.4392019896075543,101.43668434436454,0,1.3745159909240606e6,980603.4801000465,6.244690146344373e6,7.747934015065127e6
1.1089708862787236e6,0.0008068570301952713,0.9902865992555031,-18.021886664458076,3.3878088591246365,117.96767318977612,0,908479.0323822534,880656.6003700949,9.795782721662104e6,9.289733200013109e6
1.08604541665252e6,0.0007888786817385334,0.9900030627100767,-17.925456943844292,3.4066220698544516,104.69870132370787,0,950777.2675298387,925152.409338343,9.860178822396845e6,9.14422945976763e6
1.326334601601281e6,0.0006174025644430941,0.9553429453943793,-17.77909904078387,3.0369935265516514,79.96494925528769,0,1.2678675231469874e6,1.0953777511752283e6,9.6684928581553e6,8.31224938740009e6
1.1907823377402949e6,0.0007048272697535467,0.9704205939656595,-17.782954989577807,2.997564592884271,82.38210862627284,0,1.3245944771448697e6,1.1802919460413354e6,9.299393385625323e6,8.333865986901336e6
1.201088408575234e6,0.0007824073434877405,0.9681597362811859,-18.00976979341946,3.4731803491355135,117.02220348499401,0,1.0492469869120123e6,819118.7288187104,7.531815807934018e6,8.589918037820518e6
1.394729975855455e6,0.00045027633515006487,0.9795543825292876,-17.92412804862879,3.0575779151472067,116.16226777803654,0,1.1180053875491982e6,1.0410240045244705e6,8.961217448295899e6,9.198793187983992e6
1.2666412021384565e6,0.0008051322454259293,0.9079664750446158,-17.91608614214662,3.230665230218009,102.0681273812702,0,1.0113169708298412e6,789382.2830441899,7.453906797465413e6,9.04415655152353e6
1.1943288080672715e6,0.0006956116741921846,0.9529603162490713,-17.946989331283362,3.399016086062962,109.45121693484874,0,1.0847512867345945e6,827227.2337567786,7.546300522038759e6,8.999244875407951e6
1.2037162616333282e6,0.0007318582676501281,0.9326501143363151,-17.87052272192679,3.3362709507209414,102.65271539732186,0,1.1120660251469836e6,786026.2845803197,7.576069589346734e6,9.329192863550607e6
1.1374629073049303e6,0.000836961635063786,0.9932421329130826,-18.001679938333666,3.355533250859121,114.03215854428461,0,924631.9481433474,913901.3209553866,7.73990485563644e6,7.545287156194838e6
1.1268895685244573e6,0.0007284826624934754,0.9903433382225155,-17.928622777513723,3.5748569568746875,100.28983877149713,0,908947.3257839856,1.1403684025359573e6,9.43858938576583e6,7.350683444644794e6
1.192210058721685e6,0.0008230419530328037,0.9812687857830035,-17.96531703225581,3.5746832930208603,101.48578830828136,0,1.0371122703685948e6,923248.841774619,9.375386770783676e6,8.773905187880991e6
1.1982997504858763e6,0.0006656302810992368,0.997825690452763,-17.76083261103404,2.9300525579320182,91.88552773651297,0,1.0519186950395505e6,1.0457420855464169e6,9.23091274538202e6,7.388583716276924e6
1.2676601847936348e6,0.0005950505492868093,0.987786456368327,-17.855023696831964,3.3339790133138703,83.90005077079442,0,1.174706400930109e6,1.0563078283776843e6,9.670158756288227e6,9.224621426966703e6
1.3166070499982287e6,0.0005864025417314178,0.9932023672246736,-17.953419097945382,2.9449053512428214,105.50643567846957,0,1.1949588041964734e6,1.1579151289675783e6,9.71459777429842e6,9.468512293255078e6
1.2884574448540893e6,0.000593159249118104,0.9612736688419995,-17.947627163258836,3.3786233532480368,100.2495544294666,0,1.098766438586156e6,978613.7631244315,9.701533214936228e6,9.676740232595433e6
1.23089083538169e6,0.0006781576170656064,0.9878015028449446,-18.06131414812154,2.9843199059048127,126.96387242280247,0,1.2540789239402944e6,964467.0756639288,9.60119027079798e6,9.926049923454506e6
1.2919873468653741e6,0.0006540929236678087,0.935713559830222,-18.0257945089962,3.3634072149211582,114.31026407469768,0,1.0841107854929827e6,912623.7805437046,8.07781281471635e6,9.905966635336056e6
1.3142466676158472e6,0.0006414815646857885,0.9683556001580179,-17.822702249945465,3.463857282170072,88.33985176176728,0,1.0617489160063283e6,841680.8611647276,7.548982500738246e6,9.1359517010896e6
1.2816965433398257e6,0.0004036532291340696,0.9923730920095539,-17.82946496576872,2.613142416469789,146.00625295237813,0,836105.498438016,885758.7150298413,8.593291516385548e6,8.759240527620623e6
1.3995736479902624e6,0.0008606102249179166,0.9261982332069321,-17.89095432153346,3.7553519829486426,73.70331026790015,0,1.3253634127576393e6,983572.1044307927,6.940680759084364e6,8.967921272857143e6
1.3680727835599938e6,0.0007992958136725783,0.8788426995950975,-17.844732548404707,3.6559506670464854,82.35836978964718,0,1.294504309859701e6,939212.8425123955,6.944621522383655e6,8.692076870061178e6
1.3414465542577368e6,0.0006887456185999585,0.9538212037615168,-17.754502021902432,3.0533123338291612,79.78502917300999,0,1.2311264190474707e6,1.051417143971677e6,8.081193585020236e6,9.303212890786218e6
1.2867065628834278e6,0.0006352982800665574,0.9956267545444968,-18.017689262965114,3.394910577270991,102.17686571942725,0,1.2587367510986915e6,964309.0013438072,9.650117123861896e6,9.869308253485205e6
1.532625222798341e6,0.00045930710104746044,0.9591829375261638,-17.680260262841557,2.8095257064762293,101.53749200752932,0,1.0406766270354871e6,898352.4110993274,7.455501137567465e6,6.538912327532317e6
1.08989353176953e6,0.00093687124666465,0.9806623621728693,-18.0733298462764,3.5643630794504335,106.97880610587607,0,1.1424147171120087e6,988886.2285095623,9.432951168928629e6,9.729972249262584e6
1.1607136963412531e6,0.0007851383619470782,0.940458464771671,-17.900614541921527,3.414508150111377,94.26349142990992,0,1.0821516210096118e6,975381.0414951816,9.621646510680864e6,9.486045541809548e6
1.4116043818332164e6,0.0004921521745961486,0.935523382202972,-17.922998296195154,3.0079928545098213,132.36162542961313,0,930171.4521929733,776037.4348923553,6.232568662663469e6,8.69176013117528e6
1.4565914502072965e6,0.0004963663028012158,0.9728780997725949,-17.908430521345448,3.1934211056823654,111.62634197931445,0,874634.8122708346,865910.4777460741,9.020204431955783e6,7.91511124312944e6
1.4321748808294802e6,0.0006159962286654499,0.9891543416161741,-17.996274162556396,3.4114839182633796,103.7929785095891,0,1.048196075665798e6,911936.4049595947,7.971353190482241e6,9.819715668989504e6
1.3675792181152548e6,0.0006438655328504099,0.9824994817855301,-17.907709833965203,3.6178871837798305,78.84746707241533,0,1.2272876586377332e6,927134.886636823,8.864372591223113e6,9.832546060537234e6
1.0601719526558353e6,0.0009822509104317797,0.9644391526310209,-17.8301015706871,3.0759027555135194,106.52435269182999,0,1.0655312828377835e6,935001.806115925,8.236795907088718e6,8.621522596943049e6
1.541440157169283e6,0.0005505244451656343,0.9377342518688462,-17.79412965627149,3.2640524391470276,79.65931701814254,0,1.2706623651500545e6,1.054055252358146e6,9.145920321506152e6,9.92645657675281e6
1.3279688171844739e6,0.0006256798282533798,0.9655811260525083,-17.986399760058667,3.470733952388406,93.74610182784687,0,1.2887218849196262e6,1.0468669779703752e6,7.699543135863306e6,8.737254316914778e6
1.2363224715279099e6,0.0007093455295880554,0.9333951513462663,-17.789822939742173,3.433640162766378,85.35821745206057,0,1.1055735130768223e6,936305.1150566712,9.581437521953573e6,8.353491134855148e6
1.3741194338064508e6,0.0007122392255315776,0.9519163638871783,-17.854829730638688,3.1136347905257544,84.55151108693296,0,1.2561953468745623e6,1.194570967806581e6,8.686124860884512e6,8.847191266323265e6
1.2502123404970982e6,0.0005512720417860937,0.996059831354912,-18.01094466884262,2.9195654675817586,135.12014837266796,0,926734.8065615987,877355.6021729517,9.94154037954187e6,8.787035538063265e6
1.600823359539503e6,0.00043569574949372847,0.959562427771037,-17.921783048103674,3.2138500039782048,105.91540712380849,0,1.2017791717631735e6,966409.9893778086,6.977236777287462e6,9.261594489611655e6
995376.7801490157,0.001025303342203549,0.9401928811475535,-17.79344390565262,3.4568600094892967,93.31617702978602,0,865498.858480291,832111.4460976569,9.078390129691936e6,8.068751140727994e6
1.0096754587100303e6,0.0009663759529364125,0.9781824072279656,-17.804851956575135,3.434333540995286,94.35407236148193,0,892017.6373919894,882944.72842258,9.385061575383283e6,7.565811132902689e6
