parameters,ess,rhat,ess_per_sec
μ,5762.794455807582,1.0002784106991718,0.37869907370882255
Kr,7179.413513045658,1.0000634850503967,0.47179146645131975
ϵ,4783.646959499846,1.000461815305189,0.31435489958989865
ϕlog,5659.365587184007,1.0002603394155873,0.37190229880337256
η,6245.459429299672,1.0020524395542938,0.4104171541947476
β,6493.797029694672,1.0005131976050612,0.4267365318782398
N0_rep1,7478.155432500943,0.9999013883384698,0.49142313803761056
N0_rep2,7331.287505088773,1.0005868798108362,0.48177178772570206
V0_rep1,7944.281739034817,1.0017474131600508,0.5220543885306417
V0_rep2,7916.7251280833925,1.0004072626148401,0.5202435200150481
σ_N,7497.896745358553,1.0008652021924953,0.4927204282585795
σ_V,8138.175391891376,0.999825728767587,0.5347960102035787
