parameters,ess,rhat,ess_per_sec
μ,5257.744223934745,1.0006770607434285,0.15987492246646112
Kr,5529.601643726864,1.000875480560399,0.16814143031850542
ϵ,6004.123911140615,1.001282645709709,0.18257047202921234
ϕlog,4671.173327859476,1.0000451896414684,0.14203876069499033
η,3650.4988939874615,1.0003709717971576,0.11100259023315147
β,4227.724109834987,1.0003499599114136,0.12855457311759974
N0_rep1,4029.859420694457,1.0004592156230245,0.12253800013727341
N0_rep2,4047.340015663482,1.0000802355224747,0.12306954154482574
V0_rep1,7669.701432173964,1.0000895108424124,0.23321654108386253
V0_rep2,6650.257086259502,0.9999658514696593,0.20221777453679482
σ_N,4515.1027359608925,1.000314561884135,0.13729304224305552
σ_V,7300.34167814289,0.9999119398332694,0.22198522979847693
data_ostreo_rep2[4],6443.921466592511,1.0003448288347034,0.1959436216317982
