parameters,ess,rhat,ess_per_sec
μ,1551.327583564301,1.0057792559091525,0.11214453828394516
Kr,1944.449859064568,1.0032843181718638,0.1405631112160521
ϵ,1366.6148762270248,1.0038258155317845,0.09879176772859731
ϕlog,2881.427729508162,1.001565867224168,0.2082966781147649
η,2581.188658429083,1.00117421759799,0.18659257618446598
β,3826.038015935314,1.0005936476093111,0.27658198777595766
N0_rep1,4686.0256473243135,1.0006353357724866,0.3387499765836069
N0_rep2,4014.0328625421776,1.0011768170149438,0.29017202220572574
V0_rep1,4586.7245885848015,1.0002259780364844,0.3315715627518464
V0_rep2,5631.424120711437,1.0013519289370063,0.40709226380624053
σ_N,4241.483590896327,1.001298476986685,0.30661429860425266
σ_V,4420.719124670439,1.0002364741815883,0.3195711275758566
