Kr,μ,ϵ,ϕ,η,β,Rper,N0_rep1,N0_rep2,V0_rep1,V0_rep2
7.725007160688838e6,0.00887841661670686,0.03853481559427115,-24.911611228368947,0.31585790595012453,246.84523739318448,0,1.2871444062354793e6,1.517308613911827e6,5.502993219861071e6,4.816748508596791e6
3.168877027512878e8,8.485324409978345e-5,0.09412496052063168,-24.116761670875057,0.26241299254548844,124.19196687735415,0,1.5047533182835989e6,1.4409775464180298e6,6.01223860571171e6,6.147971927140229e6
2.3295858073521107e8,0.0005393036431738167,0.23771601113153135,-24.002792663844986,0.2894335454753997,108.56486464891984,0,1.3959267214859594e6,1.2087569013160276e6,5.570378796518898e6,5.834499241986289e6
5.927801250316419e7,0.00019087047331016368,0.14933389167217884,-23.65509221989965,0.27743427448768254,79.40938522402107,0,1.3649668848966989e6,1.2674859582580756e6,4.998211736936066e6,5.964386596207339e6
6.361972905154669e7,0.0005570533432957741,0.13370122361963444,-23.733293900573063,0.2728742142393358,93.9745743741488,0,1.3264214225909966e6,1.2119327942507644e6,5.016071768264549e6,6.088419320483505e6
1.1093675786374523e6,0.0024099706487302887,0.04451338318282244,-24.588838718656415,0.2562682393107018,159.90070996795072,0,1.7285578165637155e6,1.1724699674019692e6,5.291565623737566e6,5.605596322225325e6
5.251158772076315e8,0.00021189229404372699,0.7448804098267212,-24.61103965212314,0.27054895111928995,190.34472353209318,0,1.0261580561396343e6,1.6244566639666746e6,7.000232122229279e6,6.3980089958724035e6
9.156827703816345e8,0.0003631333824857283,0.2262040594065812,-24.37758196712357,0.2730649282220884,112.34012929176265,0,1.312640068386212e6,1.514396748976775e6,5.886799861540578e6,5.419170048194212e6
8.401497844726813e8,0.00047312558707927963,0.5654326147705528,-25.08935138442542,0.2536352075302687,247.33417019646282,0,1.2445011613059868e6,1.72834059394196e6,5.504105114063551e6,5.23621382061297e6
3.335973887789589e6,0.0016422692240875172,0.04251090598651121,-24.096307256774068,0.3179988831916215,88.68241674215601,0,1.5327323283297908e6,1.1834264231795152e6,6.669312807729646e6,5.67815560708269e6
5.794752541893257e6,0.0026270253845950223,0.042492303072239265,-23.968424936650973,0.2603879469636015,93.99547924271563,0,1.3156555606053127e6,1.3452523065806455e6,6.210731177449548e6,5.219067334850362e6
5.231238723268936e8,0.0002449602134100626,0.5778989559349537,-24.841078834058152,0.26697021732336723,227.23614773486983,0,1.3953302997757131e6,1.5407923693218296e6,5.513706706748449e6,5.770551866054366e6
5.597901407810073e6,0.0011169649800212835,0.1846614328353082,-24.04389835562629,0.2819157418888458,108.48626225645114,0,1.2367954483135324e6,1.3251998021660242e6,6.124231839031272e6,5.341088964485716e6
