parameters,ess,rhat,ess_per_sec
μ,4080.9190551795764,1.000696059703671,0.09016006645906484
Kr,8425.705226081365,1.0001090010304103,0.18614976991121862
ϵ,7497.718582672469,1.0000460893324925,0.16564768782834113
ϕlog,4206.394558319275,1.0015753686904891,0.0929322066434435
η,7000.550487446175,1.0002654763904486,0.15466371389971417
β,4830.881243437479,1.0010886613894552,0.10672904021738967
N0_rep1,8822.761006338313,1.0009788411980545,0.19492195457155537
N0_rep2,7686.260177978606,1.0014412436233562,0.16981315215959858
V0_rep1,7908.206997534556,1.0006706865016404,0.1747166407441478
V0_rep2,7126.441574144376,1.0016038552423014,0.15744503560441883
σ_N,7044.477773283165,1.0005511546845887,0.15563420288929672
σ_V,7417.51987652926,1.000586468109247,0.1638758514899983
data_virus_rep2[12],9328.574905537722,1.0002053737667587,0.20609694092906614
