parameters,ess,rhat,ess_per_sec
μ,4765.429722374133,1.0009501047642253,0.18959039009306808
Kr,4618.605995977319,1.0008876437332859,0.18374907688855358
ϵ,5441.622339552163,1.0006408743088497,0.21649239674042797
ϕlog,4407.31390561795,1.0006214559541178,0.17534292001108834
η,5765.688988339444,1.0002474857659034,0.22938523661828153
β,4318.472805544815,1.0004271404080811,0.17180841844450737
N0_rep1,5666.857418054214,1.000470960418875,0.22545326887234818
N0_rep2,5288.09704640503,1.0006362798257116,0.2103844648407594
V0_rep1,4509.401981885241,1.0002908273774274,0.17940444632265967
V0_rep2,4644.437157644817,1.0008948354802307,0.1847767575600583
σ_N,5318.429384581606,1.000653774131701,0.21159122271200276
σ_V,6824.686810741976,1.0009067411456911,0.27151696910703166
