parameters,ess,rhat,ess_per_sec
μ,2051.9316353926547,1.000123614721264,0.06340841131306336
Kr,1382.248163429373,1.0057276518338283,0.042713976709406444
ϵ,1271.912106298899,1.0047902125433734,0.03930439230975272
ϕlog,2914.178023482557,1.0013753762069821,0.09005338948200978
η,2922.8019884707146,1.00160281290989,0.0903198856506377
β,2128.8229109560825,1.0024517772045167,0.06578449126778319
N0_rep1,2405.433320231196,1.0020271089126171,0.07433225489804413
N0_rep2,2571.632136179591,1.0017546974724052,0.07946809992310673
V0_rep1,3844.247269893552,1.000498378684466,0.11879421705581637
V0_rep2,3440.635126987509,1.0002356211709482,0.10632186937770478
σ_N,3107.708525854528,1.0007787532909398,0.09603383321822494
σ_V,2343.219421518325,1.0013680786041272,0.07240973252403721
