parameters,ess,rhat,ess_per_sec
μ,201.6936540905979,1.0183796583202291,0.004716477669735995
Kr,7539.845903853322,1.008717930141606,0.17631449536236216
ϵ,240.88721678383104,1.0163047732874193,0.0056329941762840756
ϕlog,331.00878058118604,1.0120513560167914,0.007740429559555894
η,980.2105584042157,1.0048558814961652,0.0229215997459012
β,1759.0013006236463,1.0030190655305633,0.041133125347123836
N0_rep1,2766.7703202789303,1.0032995424324107,0.0646991621611569
N0_rep2,3022.00218915876,1.0032040561743845,0.07066759689255392
V0_rep1,768.9070137518034,1.0072888708136754,0.017980400904605464
V0_rep2,2712.952763903674,1.0040072552500316,0.06344067287438124
σ_N,217.0288331597915,1.017553797769794,0.005075081067385609
σ_V,957.0145720470227,1.0032050009251967,0.022379176375297488
data_virus_rep2[12],864.4891364698569,1.0053923810644805,0.020215527981152788
