parameters,ess,rhat,ess_per_sec
μ,8797.4970977142,1.000165740901565,0.5384341489900386
Kr,8939.756387697282,1.0011806067311655,0.5471408594199709
ϵ,8420.319724835259,1.0008421363109334,0.5153497221890183
ϕlog,5518.026363895003,1.000438597237816,0.3377203534537526
η,6658.289422533707,1.000294915204708,0.40750799450479996
β,5596.610894874524,1.0010946870378974,0.3425299708474013
N0_rep1,8908.118136453497,1.0008960721312108,0.5452045001697466
N0_rep2,9484.267055470807,1.0011817366433637,0.5804666036358811
V0_rep1,7525.869887555122,1.0021614472819353,0.46060661382523826
V0_rep2,9011.773422677721,1.001015386711882,0.5515485256586508
σ_N,8731.523889167946,1.0011148420034301,0.5343963837023439
σ_V,8183.623628103128,0.9999032930782505,0.5008631858483196
data_virus_rep2[12],8835.67749163569,1.0006843390455316,0.5407709076932115
