parameters,ess,rhat,ess_per_sec
μ,85.34117046290635,1.0526575128737112,0.0028066273271610855
Kr,77.75546753224864,1.06534366964901,0.0025571552256486783
ϵ,816.8371259640834,1.0122823352946406,0.026863439851308128
ϕlog,757.1184134680723,1.0139993448179507,0.024899461978435712
η,1103.908786397529,1.0256495451235317,0.03630440676863223
β,1709.4142745239496,1.0091202914558532,0.056217752701241436
N0_rep1,646.1543915970556,1.0085039050269196,0.02125017225782822
N0_rep2,1152.7673657123735,1.0058267907965655,0.03791122588216798
V0_rep1,304.6430555160194,1.0158071475239618,0.010018839910483149
V0_rep2,795.5824477396766,1.0114682638053258,0.026164434196580617
σ_N,833.840208151834,1.011732808265068,0.027422622656691008
σ_V,124.35027901962201,1.0307396461426008,0.004089525481587722
