Kr,μ,ϵ,ϕ,η,β,Rper,N0_rep1,N0_rep2,V0_rep1,V0_rep2
3.147414750713065e8,0.00313043372453003,0.24180092934443395,-16.920135086005736,3.4101457817523304,112.5739867529707,0,1.7013539903757928e6,2.4818080659849113e6,6.2718163265545145e6,9.883525538600888e6
1.6876429779943702e8,0.002816354860276593,0.24044068865581483,-16.996338497389715,3.035225646228248,111.76543461252493,0,1.8668922249035283e6,1.7112379486357365e6,6.026227577490534e6,9.710784506916013e6
3.1521857060500663e7,0.00265064341613883,0.25919867846755856,-16.850337547860704,3.11588516218346,116.10374324926549,0,1.7124784232765927e6,2.176967998190839e6,6.6057142552001495e6,9.060113085102802e6
9.363550239212815e7,0.0035070478707267894,0.23969912641685248,-16.51720212117827,2.814857457120597,95.06436317656973,0,1.3468869020549278e6,2.719657995018425e6,6.157653631044643e6,8.700066161825463e6
4.6804974338823e8,0.0030937452774117873,0.23955116753481187,-16.657469282930784,3.2116413535426673,88.62462845080498,0,1.800218318591547e6,2.3144550526996898e6,6.1426825060058e6,7.152915733969159e6
5.168511311329259e6,0.003089997841405367,0.2614499084697899,-16.805791322005,3.4739499813844805,82.68659494504999,0,1.9740037833028664e6,2.0047453953835885e6,7.150938763876541e6,8.61631658925524e6
6.754263036138257e6,0.0028520747612602367,0.2496072241266363,-16.820653743739037,3.670460133120549,86.02659778649027,0,1.9861956667499028e6,1.94262117390498e6,7.461337172755707e6,8.514813182362944e6
4.503332987850095e7,0.002775635564974255,0.23314936246803086,-16.724199893433727,2.8604085055426673,106.9898536246684,0,2.4953773387869187e6,2.4767463199609993e6,8.349208337543853e6,7.292517021528253e6
2.5300713551792672e8,0.0029717852829198406,0.23046459425765928,-16.633511885433226,4.2800702605124465,51.85379801680087,0,1.6329360892103938e6,2.1484555307819108e6,5.269349997985127e6,8.265241255735708e6
1.1907613070332101e8,0.0024871439168426255,0.26213447341497864,-16.61739150580646,3.0377839323123506,94.44994196305677,0,1.455899548831196e6,2.1515642073836164e6,5.631216476117065e6,7.460820129282059e6
3.772017047166427e8,0.003796202590608054,0.2149737261333438,-16.940311236820875,3.6874631509036653,91.06942898428966,0,2.2207535817073137e6,1.928681603136692e6,6.362557828607241e6,8.541690025174946e6
