parameters,ess,rhat,ess_per_sec
μ,4231.634078635379,0.9999881233779668,0.2237067200096521
Kr,2735.595750624468,1.0004955673814493,0.1446181643479653
ϵ,1889.5093952482773,1.0002907201913835,0.09988953236115462
ϕlog,4205.080366232962,1.0001791701101064,0.2223029493160528
η,3877.086334574879,0.9999603936926388,0.2049634375242786
β,3184.4189666364787,1.0008315662921365,0.1683453505016908
N0_rep1,3609.819554998933,1.0008679308883783,0.19083429178165842
N0_rep2,4114.5145098627545,1.0002769627767998,0.21751515568906277
V0_rep1,6307.099124494613,1.000949563083544,0.3334268586785366
V0_rep2,4360.534493707086,1.0006197343018146,0.23052108262412305
σ_N,3560.4408360693137,1.000876135164419,0.18822386965045518
σ_V,5141.4729959485485,1.0000395669257298,0.2718056520408685
