parameters,ess,rhat,ess_per_sec
μ,186.98705904633135,1.035089831291979,0.004939794114848528
Kr,129.65506009421702,1.0329730880747638,0.0034252065681991983
ϵ,1283.8989000201755,1.006228802899676,0.033917835077606644
ϕlog,843.1470675965489,1.0077391249594514,0.02227412390839965
η,1169.467419842831,1.008934834583232,0.030894802600298196
β,166.78956783505967,1.027883483067823,0.00440622003368485
N0_rep1,1220.3670477861542,1.0034480585183376,0.03223946080201956
N0_rep2,2051.5061299799213,1.0114534535358672,0.054196359679305424
V0_rep1,353.1786312477353,1.0168440816863409,0.009330216395860527
V0_rep2,1676.763966316604,1.0045937066767168,0.04429648134499254
σ_N,304.22276748122357,1.015148975526066,0.00803690824419202
σ_V,3384.6103680315214,1.0069769035729221,0.08941409347967093
