parameters,ess,rhat,ess_per_sec
μ,9484.180204659113,1.0004206959620079,0.847268179730996
Kr,9607.131947014075,1.0003335732806038,0.8582520599074469
ϵ,8574.138040818942,1.0009527791573225,0.7659696646251211
ϕlog,4927.037366828451,1.0008361404398187,0.44015633309124635
η,7763.385203168234,1.000236280430645,0.6935411503893201
β,4932.592361470538,1.000693376953008,0.44065258791741513
N0_rep1,8719.424948021433,1.0004361864638727,0.7789488542596379
N0_rep2,9420.192448794458,1.0018417069752117,0.8415518407046788
V0_rep1,7050.01098570432,1.0018487393277722,0.6298119443161634
V0_rep2,8547.565487326572,1.000573616176915,0.7635958085255475
σ_N,9573.110320533664,0.9999304405087112,0.8552127417041313
σ_V,7202.797776370827,1.0012321132929298,0.6434611352026207
data_virus_rep2[12],9586.846986666636,1.000151817969709,0.8564399052395034
