parameters,ess,rhat,ess_per_sec
μ,993.2294509662494,1.001902967970141,0.0380108358655758
Kr,3169.063190808174,1.0010197180872176,0.12127987211440501
ϵ,889.0056630319749,1.0013704214969175,0.034022197296105006
ϕlog,792.4935906024003,1.001668830701793,0.03032868565023277
η,702.9491267485081,1.0021471833031659,0.026901823997157463
β,868.3694103876995,1.0009769541230757,0.03323244905477062
N0_rep1,2580.1203230231595,1.0006829670512596,0.09874106130910762
N0_rep2,1779.9058919707752,1.002261140922363,0.0681168995241276
V0_rep1,3384.9071332911262,1.0009340105526399,0.1295402077924467
V0_rep2,3038.9590885744065,1.0006249262571953,0.11630079535562102
σ_N,724.3552477519679,1.0013573162104756,0.027721035057793657
σ_V,2792.1642671459895,1.0001686928394262,0.10685597126118485
