parameters,ess,rhat,ess_per_sec
μ,4445.599812074626,1.0025497254609557,0.16913345549657222
Kr,2946.2014801074192,1.0024679513221417,0.11208863999999617
ϵ,2555.592521801237,1.0039198855556535,0.09722786852731372
ϕlog,4086.732318582641,1.0000694358227038,0.1554802924127435
η,3867.4681419591707,1.0004178138719826,0.14713835669504519
β,3317.012314771068,1.0008352419984778,0.1261961891392344
N0_rep1,4471.118607514984,1.0003279917018364,0.17010432157435437
N0_rep2,3961.148134949245,1.0008265888978904,0.15070242489620697
V0_rep1,6718.013700782516,1.0024246696631618,0.2555877540305215
V0_rep2,4221.360350351063,1.0015877044850148,0.16060223437383728
σ_N,4577.301229380273,1.0004415376248623,0.17414405400843086
σ_V,5500.590226711416,1.002043953482289,0.2092707107345807
