parameters,ess,rhat,ess_per_sec
μ,1783.4442468771733,1.0033533116724196,0.11287358920230044
Kr,6265.53114615458,1.000655505669039,0.39654336824019415
ϵ,2934.7356688490945,1.0002182269000242,0.1857384377913916
ϕlog,3001.6603927290894,1.0019000358576866,0.1899740811561534
η,5733.705174918921,1.0003449566603357,0.36288428060149747
β,3663.3414923491273,1.0039161866607935,0.23185165638858077
N0_rep1,5136.575062085173,1.0015317398312162,0.32509211570801216
N0_rep2,5573.483948445648,1.000477646889478,0.35274393282774474
V0_rep1,5076.914648447514,1.0007043123505261,0.3213162281060488
V0_rep2,4282.844524626525,1.001842401251577,0.2710597958621296
σ_N,5953.128509172431,1.0009775267696215,0.37677150995296005
σ_V,5563.786165560941,1.0006384541037503,0.35213016339625386
data_virus_rep1[11],5697.82929279867,1.0000042243566623,0.3606137080350705
data_virus_rep2[11],6558.691826470627,1.000597399774484,0.41509740953315943
data_virus_rep2[13],7794.517624756959,1.0008212130977492,0.4933124104930315
