parameters,ess,rhat,ess_per_sec
μ,1720.5024993436898,1.0052074541183933,0.06673008954632448
Kr,1643.2852056675044,1.0042806421513606,0.0637351988539237
ϵ,2912.8033501761192,1.0005819500121544,0.1129737553198744
ϕlog,3000.35111279946,1.0011157363551084,0.11636931565277972
η,3284.3354969100656,1.001188328200138,0.1273837160321383
β,2595.6767321219418,1.0037855573826382,0.10067392568966414
N0_rep1,2569.60677576591,1.0025035094269104,0.09966279636972977
N0_rep2,2691.154634488872,1.001739107540831,0.10437705833670818
V0_rep1,4173.032990371291,1.000691861349818,0.16185205498595184
V0_rep2,4509.631290468879,1.0005437702423394,0.17490709833242812
σ_N,1926.1046702687431,1.0037962066326769,0.07470441755920511
σ_V,3980.6604055359808,1.001760099260355,0.15439083954615154
