parameters,ess,rhat,ess_per_sec
μ,4703.206997456507,1.0003149422098787,0.13395320102322034
Kr,4852.001639395825,1.0005396329122325,0.1381910579990359
ϵ,6440.928544141641,0.9997873922459038,0.18344567792066052
ϕlog,5315.139890646557,1.0016082263143617,0.15138181301043185
η,4355.805542341483,1.000489882852894,0.12405877431013955
β,4328.273267746647,1.0008775419001537,0.12327462079203522
N0_rep1,4865.008346534333,1.0000924485084868,0.13856150524001784
N0_rep2,4159.902567031358,1.0014406848705393,0.11847921324745281
V0_rep1,8316.84166296477,1.000621987477935,0.2368740231420606
V0_rep2,7563.826623769468,1.0000028013335016,0.21542721568208992
σ_N,5114.419447044436,1.0003857484699379,0.14566504444254927
σ_V,7694.190984446703,1.00009007040267,0.2191401552617225
data_ostreo_rep2[4],6334.056784303731,1.0000682821781748,0.18040183691238362
