Kr,μ,ϵ,ϕ,η,β,Rper,N0_rep1,N0_rep2,V0_rep1,V0_rep2
1.9219644149714193e8,0.0009053747163315345,0.1036991534406463,-22.643058430031836,0.25329398471355646,128.72678319424742,0,1.394954626646644e6,1.0276239581766207e6,5.603390908172853e6,5.41903990135936e6
2.5387624165789943e7,0.0007607395110559759,0.3406590216199345,-22.976739706503636,0.290855938031666,162.33946680106592,0,1.186546053934501e6,1.4147104831233476e6,5.199802269595631e6,6.11678686072003e6
2.0746270206039708e7,0.0024207953127141236,0.5671174674660948,-23.505278038284573,0.26404511885395393,294.157046753735,0,1.2251062705749976e6,1.0801127340356354e6,6.182206373656953e6,5.049756126987418e6
4.174185910435594e8,0.00041584519255481923,0.059831185374818144,-23.07252721072023,0.27960969662470886,185.29510795180576,0,895003.5480104716,1.3109289558480845e6,5.564178892345704e6,5.9410894319825545e6
1.8798926119547993e7,0.0018559785095018874,0.6761286285323355,-22.901731319711217,0.26380287813049846,167.61765364384405,0,1.5451410434363703e6,1.0596965211356431e6,4.671262783836743e6,5.136244432955261e6
1.267659454295685e8,0.004600044253362626,0.05343417074265792,-23.58494319027715,0.25870848056588464,311.9105201774094,0,1.0958668763685902e6,1.3716965005237167e6,5.59897400280855e6,5.627324286192731e6
4.571717420648907e7,0.0007085905123630935,0.37244867436955226,-22.342728495246796,0.2521721467641326,101.2665250889407,0,1.441761220709275e6,1.1114212514597382e6,5.234707128597175e6,6.305255847885291e6
1.3723949026293242e8,0.0014895316792736574,0.4207772226521635,-23.55786425196263,0.25673000285518593,300.5181076987654,0,1.115768249164736e6,1.3699890742842965e6,5.497260089309954e6,5.0070567122939415e6
1.3572249612383232e8,0.0005885621538864096,0.059415049831861175,-24.142678594697845,0.337009116376383,417.95283419692976,0,1.3763012420230503e6,1.502514092587276e6,5.763572012861165e6,5.59742018763825e6
5.267665624679485e6,0.0030684105220563918,0.5614363911278075,-22.576704777394895,0.25219406754648244,131.9868692355289,0,1.3827681276051025e6,1.0205440227563175e6,4.743776614326431e6,5.94809801615943e6
1.8244739193597704e8,0.00011746792927386874,0.09821566336683649,-21.895625021996725,0.29424798233820737,62.392598968390296,0,1.370389329982326e6,1.0603776547157986e6,5.361054392525292e6,6.129939697355278e6
5.5146280531172864e7,0.0024511603090414647,0.5142082432279759,-22.786793581787396,0.25897438787449484,156.13874945681047,0,988447.142018918,1.2867598920349907e6,5.7908185789341135e6,5.5083400753743695e6
3.197332613070726e8,0.01834877112809453,0.016177826759831922,-22.475783396965966,0.2657909713762162,109.55702067478727,0,1.1463897912083238e6,1.2154603472785202e6,5.687628228048538e6,4.690962644633789e6
