parameters,ess,rhat,ess_per_sec
μ,1352.4510506786555,1.002352781522314,0.0335107858876812
Kr,5850.050916343366,1.0001925944221755,0.14495149646358263
ϵ,1176.7595440037096,1.0027498731977227,0.02915753372412684
ϕlog,1094.9399440314317,1.001602030717082,0.02713022257322723
η,1004.6992097658107,1.0018203632535003,0.02489425409007591
β,1066.6700435080743,1.0006956668669842,0.026429756125270463
N0_rep1,2714.7738271127255,1.000729702073463,0.06726617159874647
N0_rep2,2425.6002394680627,1.0006176344382987,0.060101081095049295
V0_rep1,4559.936916714675,1.000986866600834,0.11298528667686758
V0_rep2,3751.2413786755887,1.0006927323829877,0.09294757587768393
σ_N,1226.4700573529578,1.0017507183457215,0.03038925177290758
σ_V,3575.7092439397197,1.0020437906926436,0.08859827260301854
