parameters,ess,rhat,ess_per_sec
μ,4559.497675048044,0.9999060379489878,0.2681320250566429
Kr,10128.15373430111,1.0009799945355902,0.5956099913647924
ϵ,5870.470681057776,1.0006629444373183,0.3452268876814561
ϕlog,5490.014123953237,1.0004129796521952,0.3228532416412827
η,5061.4878519600215,1.0007091707260116,0.2976527425318487
β,3719.3493518686305,1.000431709134704,0.21872511945060696
N0_rep1,4270.220570820399,1.0002480256736241,0.2511204020036138
N0_rep2,4543.321853821548,0.9999275928375256,0.2671807677007832
V0_rep1,9296.04929210752,0.9999229957130081,0.5466761251704985
V0_rep2,9247.584659413676,1.001242222589599,0.5438260480273646
σ_N,7469.939311881762,1.001678229605667,0.4392874166174407
σ_V,8605.046834942596,1.0000960720648475,0.5060400943259833
