parameters,ess,rhat,ess_per_sec
μ,2650.6343784539686,1.0005109603607207,0.08635450041669818
Kr,665.3000535064198,1.0034311147873611,0.021674680678237933
ϵ,593.3149509109215,1.0021710626115738,0.0193294920612757
ϕlog,741.5682665832077,1.0028615718441551,0.024159407916161172
η,690.1640902326632,1.003338075062466,0.022484721281080162
β,903.0738233483222,1.0008829283445289,0.02942106594879668
N0_rep1,2217.345288528837,1.001810075960435,0.07223845966787397
N0_rep2,1672.1904483216522,1.002047167937669,0.05447796645971802
V0_rep1,4097.471872324175,1.0022525429378404,0.1334907369278172
V0_rep2,2232.5982099901544,1.0038571447789437,0.07273538162112181
σ_N,678.636052205079,1.0043913423960644,0.022109151578691644
σ_V,1041.3673392713931,1.0051127591913456,0.03392650343028405
