parameters,ess,rhat,ess_per_sec
μ,3844.5652024905644,1.001733302812357,0.1969216211197284
Kr,5041.623953603069,1.0007108789013723,0.2582359017806273
ϵ,4573.7090197281095,1.0010549983010928,0.2342689347839182
ϕlog,3779.733501759875,1.002247307177693,0.19360089096289146
η,3295.6487877738346,1.0004898959371478,0.16880569524722064
β,5386.013560512941,1.0008604397595862,0.2758758054153854
N0_rep1,6202.320863570712,1.0000663308317015,0.3176877006450136
N0_rep2,5571.692344835356,1.0002457951412238,0.2853864172246542
V0_rep1,5034.073612881145,1.000543630607892,0.257849167453946
V0_rep2,5629.602128815256,1.0000697599548496,0.28835260141958674
σ_N,4560.652585949666,1.0010146930678363,0.23360017408660244
σ_V,6921.866849796421,1.000223100827444,0.35454340593672484
