TIME;REPLICATE_1;REPLICATE_2
0;999814.8148;730185.1852
0.998611111;2897099.448;2745570.108
2.000694444;7888466.851;9574345.146
2.99375;22085635.36;70305758.77
3.999305556;38012776.24;52127007.04
5;51975138.12;67468879.67
5.997916667;67128798.34;86992603.28
7.004861111;81654005.52;98053400.69
8.001388889;109264502.8;139309038.4
8.997222222;119736604.7;150532202.8
10.01111111;162870058.5;167098032.3
10.99861111;156408438.2;144672930.3
12.00833333;144017018.3;160326183.3
13.01111111;134515156.9;145488388.6
