TIME;REPLICATE_1;REPLICATE_2
0;1672962.963;1192222.222
0.994444444;3707819.723;3203004.622
2;10539291.22;10454545.45
2.991666667;64955918.21;62457325.08
4.000694444;57148296.21;62695602.51
5.003472222;79946697.13;83045878.55
6;82062630.88;84737292.98
7.003472222;116733295.3;133352370.1
8.002083333;137042215.4;136690420.3
9;124589572.4;141818509.8
10.00972222;148006494.7;144831318.8
10.99791667;135215587.2;147862168.5
12.00972222;52146067.42;55239700.37
13.00416667;135254681.6;163116104.9
