TIME;REPLICATE_1;REPLICATE_2
0;1211481.481;1140370.37
0.995833333;2963020.031;2645030.817
2.001388889;7985362.096;7852465.331
2.995138889;53746013.88;51495029.08
3.996527778;73241666.67;
4.002083333;68741666.67;62520833.33
5;133687500;74700000
5.995138889;109033333.3;101975000
6.999305556;167600000;223083333.3
8.002777778;137483333.3;125041666.7
10.00833333;168958333.3;201883333.3
12.00555556;62183520.6;63962546.82
13.00138889;173977528.1;182520599.3
