TIME;REPLICATE_1;REPLICATE_2
0;7955056.18;9056179.775
0.240277778;7600000;6764044.944
0.489583333;5402247.191;5919101.124
0.736111111;6080898.876;5024719.101
1.004166667;8276035.132;7292346.299
1.242361111;6584692.597;5661229.611
1.488888889;5104140.527;5008782.936
1.741666667;5616060.226;5641154.329
2.014583333;7982436.883;8654226.125
3.0125;35163556.53;35117453.35
5.016666667;1957181818;1955636364
7.025694444;4181363636;3536590909
8.020833333;1888409091;1576590909
9.020833333;1767045455;1242727273
10.01805556;4392357374;4913347686
11.00972222;4966092573;5480624327
12.01944444;4699677072;4875134553
13.01388889;5082884822;5718514532
