TIME;REPLICATE_1;REPLICATE_2
0;1177777.778;1111851.852
0.998611111;2739791.988;2225539.291
2.000694444;48921.41757;52003.08166
3.000694444;3751.641343;15006.56537
4.008333333;1903.674091;7614.696364
5.00625;8090.614887;5711.022273
6;14753.47421;14277.55568
8.009027778;124481.3278;160111.8528
9.013888889;490257.983;471766.1916
10.00486111;908803.8968;860995.8506
11.00069444;825816.3449;776655.2408
12.00833333;1462707.182;1253222.836
13.00208333;3841160.221;3554788.214
