TIME;REPLICATE_1;REPLICATE_2
0;789259.2593;701111.1111
0.994444444;1390408.32;1236132.512
1.999305556;3434129.43;3857858.243
2.99375;17887825.92;13892327.89
4.002083333;21797068.34;20564439.37
5.001388889;23086807.54;25171330.67
5.999305556;29730630.12;30634875.31
6.999305556;42356748.52;36169807.73
8.002083333;44506584.88;45210175
8.998611111;52742197.37;58542305.61
10.00555556;126447772;144840339.2
10.99375;63456846.47;59010373.44
12.00555556;101771535.6;91786516.85
13;73198501.87;61816479.4
