r,K,Kr,μ,ϵ,ϕ,η,β
6.0,2.131932457959635,0.028954734988941917,0.06670525260199629,0.07395004332586814,0.10878752340837118,0.04759570316523364,0.09148717644245813
2.131932457959635,6.0,0.06963952855179853,0.015422477924833068,0.04281563525378989,0.05516892290391773,0.0329307936013568,0.027657478554077432
0.028954734988941917,0.06963952855179853,6.0,1.3868453482109109,0.3655844459899787,0.10404209274491887,0.06330293625878869,0.19809838163339105
0.06670525260199629,0.015422477924833068,1.3868453482109109,6.0,2.2716088288876417,1.1115999091070214,1.396796738975802,0.36580003711616704
0.07395004332586814,0.04281563525378989,0.3655844459899787,2.2716088288876417,6.0,1.0670211379134895,1.5142002529597922,0.6138882664915547
0.10878752340837118,0.05516892290391773,0.10404209274491887,1.1115999091070214,1.0670211379134895,6.0,2.5813870077096306,3.2503255012131818
0.04759570316523364,0.0329307936013568,0.06330293625878869,1.396796738975802,1.5142002529597922,2.5813870077096306,6.0,1.5388051977627255
0.09148717644245813,0.027657478554077432,0.19809838163339105,0.36580003711616704,0.6138882664915547,3.2503255012131818,1.5388051977627255,6.0
