DATE;TIME;STRAIN;SALINITY;REPLICATE;CONTROL;POPULATION;PLATE;WELL;DILUTION;FLORATE;COUNTS;CONCENTRATION
30/03/2023 10:50;8.02;RCC1116;5;2;No;Virus;11;G7;2000;8.8;96;21818181.82
30/03/2023 10:50;8.02;RCC1116;10;2;No;Virus;11;G8;2000;8.8;45;10227272.73
30/03/2023 10:50;8.02;RCC1116;15;2;No;Virus;11;G9;2000;8.8;171;38863636.36
30/03/2023 10:50;8.02;RCC1116;25;2;No;Virus;11;G10;2000;8.8;9014;2048636364
30/03/2023 10:50;8.02;RCC1116;35;2;No;Virus;11;G11;2000;8.8;6937;1576590909
30/03/2023 10:50;8.02;RCC1116;40;2;No;Virus;11;G12;2000;8.8;8761;1991136364
30/03/2023 11:00;8.02;RCC1123;5;1;No;Virus;12;G1;3000;8.8;7153;2438522727
30/03/2023 11:00;8.02;RCC1123;10;1;No;Virus;12;G2;3000;8.8;9885;3369886364
30/03/2023 11:00;8.02;RCC1123;15;1;No;Virus;12;G3;3000;8.8;2983;1016931818
30/03/2023 11:00;8.02;RCC1123;25;1;No;Virus;12;G4;3000;8.8;1015;346022727.3
30/03/2023 11:00;8.02;RCC1123;35;1;No;Virus;12;G5;3000;8.8;1295;441477272.7
30/03/2023 11:00;8.02;RCC1123;40;1;No;Virus;12;G6;3000;8.8;1640;559090909.1
30/03/2023 11:00;8.02;RCC1123;5;2;No;Virus;12;G7;3000;8.8;8221;2802613636
30/03/2023 11:00;8.02;RCC1123;10;2;No;Virus;12;G8;3000;8.8;7862;2680227273
30/03/2023 11:00;8.02;RCC1123;15;2;No;Virus;12;G9;3000;8.8;3162;1077954545
30/03/2023 11:00;8.02;RCC1123;25;2;No;Virus;12;G10;3000;8.8;1072;365454545.5
30/03/2023 11:00;8.02;RCC1123;35;2;No;Virus;12;G11;3000;8.8;1473;502159090.9
30/03/2023 11:00;8.02;RCC1123;40;2;No;Virus;12;G12;3000;8.8;1584;540000000
30/03/2023 11:08;8.01;RCC1108;5;1;No;Virus;1*;G1;800;8.8;6619;601727272.7
30/03/2023 11:08;8.01;RCC1108;10;1;No;Virus;1*;G2;800;8.8;10253;932090909.1
30/03/2023 11:08;8.01;RCC1108;15;1;No;Virus;1*;G3;800;8.8;4528;411636363.6
30/03/2023 11:08;8.01;RCC1108;25;1;No;Virus;1*;G4;800;8.8;3576;325090909.1
30/03/2023 11:08;8.01;RCC1108;35;1;No;Virus;1*;G5;800;8.8;4755;432272727.3
30/03/2023 11:08;8.01;RCC1108;40;1;No;Virus;1*;G6;800;8.8;6724;611272727.3
30/03/2023 11:08;8.01;RCC1108;5;2;No;Virus;1*;G7;800;8.8;7960;723636363.6
30/03/2023 11:08;8.01;RCC1108;10;2;No;Virus;1*;G8;800;8.8;8428;766181818.2
30/03/2023 11:08;8.01;RCC1108;15;2;No;Virus;1*;G9;800;8.8;2658;241636363.6
30/03/2023 11:08;8.01;RCC1108;25;2;No;Virus;1*;G10;800;8.8;2183;198454545.5
30/03/2023 11:08;8.01;RCC1108;35;2;No;Virus;1*;G11;800;8.8;3603;327545454.5
