TIME;REPLICATE_1;REPLICATE_2
0;230865.7465;1174404.015
0.236111111;6193224.592;5365119.197
0.484027778;6775407.779;6634880.803
0.727083333;8511919.699;7106649.937
1.006944444;23618569.64;20908406.52
1.236805556;147277289.8;130025094.1
1.482638889;112471769.1;114429109.2
1.7375;338444165.6;318268506.9
2.010416667;530590909.1;434227272.7
3.009027778;645454545.5;591363636.4
4.016666667;748409090.9;645284090.9
5.014583333;952443181.8;949715909.1
6.009722222;1323295455;312727272.7
7.024305556;1742840909;1649318182
8.01875;3369886364;2680227273
9.022222222;2652954545;2987045455
10.01388889;2362002153;461033369.2
11.01041667;2908503767;3365554360
12.01875;1757265877;2093649085
13.01111111;1325726588;1575026911
