TIME;REPLICATE_1;REPLICATE_2
0;5289836.888;1445420.326
0.222916667;4135508.156;5209535.759
0.477083333;9347969.265;7859495.06
0.711805556;10050493.96;9457738.749
0.998611111;19411635.57;16742041.71
1.225694444;69093304.06;73466520.31
1.472916667;209571899;218924259.1
1.727777778;419495060.4;459121844.1
2.000694444;468318181.8;640181818.2
3.000694444;483352272.7;413068181.8
4.008333333;791636363.6;721454545.5
5.00625;637000000;756181818.2
6;747545454.5;776000000
7.014583333;995363636.4;919181818.2
8.009027778;932090909.1;766181818.2
9.013888889;1271136364;1354886364
10.00486111;1249192680;962002152.9
11.00069444;844671690;944241119.5
12.00833333;1192142088;1012701830
13.00208333;1334876211;1110871905
