TIME;REPLICATE_1;REPLICATE_2
0;836851.8519;840185.1852
1.004166667;505007.7042;2466294.299
2.014583333;9846494.607;11105547
3.0125;68992684.3;67687113.11
4.01875;53816666.67;44800000
5.016666667;78029166.67;52279166.67
6.014583333;19010416.67;15800000
7.025694444;4233333.333;4218750
8.020833333;1610416.667;1383333.333
9.020833333;327083.3333;460416.6667
10.01805556;350000;395833.3333
11.00972222;300184.1621;257826.8877
12.01944444;209944.7514;198895.0276
13.01388889;171270.7182;141804.7882
