TIME;REPLICATE_1;REPLICATE_2
0;13078651.69;6431460.674
0.240277778;6615730.337;5582022.472
0.489583333;5649438.202;6098876.404
0.736111111;5429213.483;4925842.697
1.004166667;8963613.551;7658720.201
1.242361111;5846925.972;5314930.991
1.488888889;5239648.683;5525721.455
1.741666667;6072772.898;4486825.596
2.014583333;8041712.404;7284302.964
3.0125;30520307.35;33556531.28
5.016666667;2087727273;1764636364
7.025694444;3383863636;3727954545
8.020833333;1602272727;1991136364
9.020833333;1938181818;1556590909
10.01805556;4363293864;4550053821
11.00972222;4864370291;4844456405
12.01944444;4390742734;4860064586
13.01388889;4206135630;5297631862
