TIME;REPLICATE_1;REPLICATE_2
0;5582022.472;2543820.225
0.247222222;8269662.921;7447191.011
0.495833333;4078651.685;5966292.135
0.746527778;5858426.966;6155056.18
1.014583333;6296629.213;5824719.101
1.249305556;7786516.854;8103370.787
1.494444444;16741573.03;17808988.76
1.746527778;41089887.64;33539325.84
2.018055556;92162458.84;78111964.87
4.024305556;939451152.6;985027442.4
5.022222222;911196487.4;476838638.9
6.01875;929637760.7;1000768386
7.029861111;842228320.5;1067672887
8.024305556;549066959.4;761470911.1
9.022222222;986717892.4;872996706.9
10.02291667;751372118.6;518441273.3
11.02361111;2632938644;976533907.4
12.02083333;1096447793;1263509150
13.02013889;1389666308;1484176534
