TIME;REPLICATE_1;REPLICATE_2
0;1102222.222;1009814.815
1.006944444;2032550.077;1855932.203
2.010416667;44298.92142;44491.52542
3.009027778;150065.6537;138810.7297
4.016666667;301732.3434;299828.6693
5.014583333;1144108.129;1315438.797
6.009722222;987055.0162;1131734.247
7.024305556;1806967.447;1780316.01
8.01875;1826177.16;1812195.562
9.022222222;1712069.277;1716128.45
10.01388889;1744470.503;2010174.995
11.01041667;1831499.188;2198268.086
12.01875;1875690.608;2005156.538
13.01111111;1660773.481;1856906.077
