TIME;REPLICATE_1;REPLICATE_2
0;4692597.24;516938.5194
0.236111111;5013801.757;4592220.828
0.484027778;4150564.617;4271016.311
0.727083333;4401505.646;3668757.842
1.006944444;4306148.055;3734002.509
1.236805556;4190715.182;4353826.851
1.482638889;4516938.519;3889585.947
1.7375;5018820.577;4391468.005
2.010416667;8795454.545;7568181.818
3.009027778;117000000;93068181.82
4.016666667;734659090.9;663011363.6
5.014583333;2180397727;3007443182
6.009722222;2500681818;1480113636
7.024305556;1690454545;1981590909
8.01875;2438522727;2802613636
9.022222222;2703409091;2659431818
10.01388889;2375672766;2450053821
11.01041667;3100322928;3228417653
12.01875;2334230355;1823466093
13.01111111;1916038751;2152421959
