TIME;REPLICATE_1;REPLICATE_2
0;1040740.741;1085370.37
0.998611111;2634668.508;2154275.809
2.000694444;7280732.044;7598228.043
2.99375;17039019.34;60982930.03
3.999305556;31008287.29;42303806.6
5;46788674.03;65980515.97
5.997916667;76177486.19;81493775.93
7.004861111;80902969.61;109606711.2
8.001388889;121334599.4;139539960.3
8.997222222;117788201.3;110896626.4
10.01111111;152659103;149140223.4
10.99861111;147615671;136323346.9
12.00833333;126697394.1;136021981.9
13.01111111;123683744;141783371.7
