TIME;REPLICATE_1;REPLICATE_2
0;1472592.593;1412407.407
1.004166667;4017334.361;3543528.505
2.014583333;10245377.5;10718027.73
3.0125;41268054.77;37167510.79
4.01875;31079166.67;33216666.67
5.016666667;25983333.33;30104166.67
6.014583333;34922916.67;35714583.33
7.025694444;39875000;48970833.33
8.020833333;50295833.33;57429166.67
9.020833333;38079166.67;42225000
10.01805556;12966666.67;17025000
11.00972222;81296500.92;52515653.78
12.01944444;90600368.32;83204419.89
13.01388889;97289134.44;92449355.43
