TIME;REPLICATE_1;REPLICATE_2
0;1327407.407;994814.8148
0.995833333;3611902.928;2929699.538
2.001388889;9235362.096;8021956.857
2.995138889;45942599.89;37749015.19
3.996527778;26520833.33;28520833.33
4.002083333;18387500;26325000
5;69825000;58475000
5.995138889;42408333.33;43908333.33
6.999305556;74166666.67;63333333.33
8.002777778;36775000;52650000
10.00833333;40591666.67;108325000
12.00555556;68655430.71;71378277.15
13.00138889;85363295.88;111445692.9
